,verse,initial results,filtered stop-subverses,filtered multiple attributions,"""sure"" citations"
2314,2K 11:25,1,1,1,0
2315,Ko 3:12,2,0,0,0
2316,J 11:21,2,2,1,0
2317,J 11:32,2,2,0,0
2318,J 11:23,1,1,1,1
2319,Ga 6:10,2,2,1,1
2320,Rt 2:6,1,0,0,0
2321,Gn 22:8,1,1,1,0
2322,1J 3:17,2,2,2,0
2323,Mt 26:54,44,0,0,0
2324,Mou 12:20,4,0,0,0
2325,J 10:42,1,1,1,0
2326,J 4:40,2,0,0,0
2327,2S 19:4,1,1,1,0
2328,2Pa 5:13,4,1,1,0
2329,Jon 1:14,2,2,1,0
2330,Z 107:7,1,0,0,0
2331,L 8:13,1,1,1,0
2332,Jr 32:7,30,0,0,0
2333,Est 2:12,23,0,0,0
2334,L 19:12,1,0,0,0
2335,J 1:26,2,2,2,0
2336,Mt 12:15,4,0,0,0
2337,1S 27:3,8,0,0,0
2338,2S 15:11,18,0,0,0
2339,Jr 30:21,2,1,1,0
2340,Iz 65:12,1,1,0,0
2341,Iz 66:4,1,1,0,0
2342,Iz 43:10,2,1,0,0
2343,Jr 51:36,1,0,0,0
2344,Iz 65:13,1,1,0,0
2345,Sk 28:30,19,0,0,0
2346,R 7:19,2,2,2,1
2347,Bar 1:4,5,0,0,0
2348,L 2:13,1,1,0,0
2349,1S 14:10,2,2,0,0
2350,Iz 47:13,1,1,1,0
2351,Est 3:15,2,0,0,0
2352,J 1:12,2,2,1,0
2353,Mou 16:24,4,3,3,0
2354,Sd 9:38,8,0,0,0
2355,1S 17:54,1,1,1,0
2356,1Pa 18:7,1,1,0,0
2357,2S 8:7,1,1,0,0
2358,Gn 41:27,1,0,0,0
2359,Jb 34:14,7,0,0,0
2360,J 6:39,1,1,0,0
2361,J 5:25,5,5,0,0
2362,J 7:16,1,1,1,0
2363,J 8:16,2,2,0,0
2364,J 8:18,2,2,1,0
2365,J 12:49,2,2,0,0
2366,J 14:24,2,2,0,0
2367,Mk 9:37,1,1,0,0
2368,Mk 9:36,1,1,0,0
2369,J 10:18,1,1,1,0
2370,Z 104:1,4,4,2,0
2371,1K 15:21,2,2,1,0
2372,1K 15:22,2,2,1,1
2373,Zd 6:2,3,3,2,0
2374,L 20:35,3,3,0,0
2375,1K 5:7,6,6,2,0
2376,Z 69:21,1,1,1,0
2377,Dt 4:19,3,3,2,0
2378,Pis 6:11,2,0,0,0
2379,2S 16:12,1,1,1,0
2380,2S 16:9,1,1,1,0
2381,Z 115:1,1,1,1,0
2382,2Kr 9:36,4,0,0,0
2383,J 8:47,2,2,2,1
2384,Ef 6:8,11,0,0,0
2385,R 11:34,2,2,1,1
2386,R 11:35,1,1,1,1
2387,R 8:28,2,2,2,0
2388,1K 10:10,1,1,1,0
2389,1K 10:12,3,1,1,0
2390,J 14:7,1,1,1,0
2391,1K 2:8,2,0,0,0
2392,Z 83:4,1,1,1,0
2393,Zj 22:10,1,1,1,0
2394,Sd 21:19,1,0,0,0
2395,1K 13:13,4,4,4,0
2396,Mt 25:15,11,1,1,0
2397,L 16:1,2,2,0,0
2398,L 16:19,2,2,2,0
2399,L 12:13,1,1,1,0
2400,J 12:3,1,1,1,0
2401,J 12:34,2,1,0,0
2402,J 12:24,6,6,1,0
2403,J 12:25,11,1,1,0
2404,Z 65:1,1,0,0,0
2405,1Kr 8:61,2,0,0,0
2406,Dt 5:14,2,2,0,0
2407,Ex 20:10,2,2,0,0
2408,Mk 11:23,1,1,1,1
2409,Pr 31:10,11,11,11,0
2410,2K 6:2,2,2,2,0
2411,1P 1:1,2,2,0,0
2412,1Tm 1:1,2,2,2,0
2413,Mt 8:23,9,0,0,0
2414,2Ma 2:26,16,0,0,0
2415,Joz 10:36,6,0,0,0
2416,L 6:48,3,3,2,0
2417,Mt 7:24,2,2,1,0
2418,J 21:7,3,3,2,0
2419,Ga 3:17,5,0,0,0
2420,Mt 23:38,1,1,1,1
2421,R 6:21,1,1,1,1
2422,Iz 4:1,1,1,1,0
2423,Mt 14:27,2,1,1,0
2424,2K 11:9,12,0,0,0
2425,Sk 19:21,2,0,0,0
2426,J 18:9,10,10,6,0
2427,Sk 8:32,1,1,1,0
2428,Ex 18:11,1,0,0,0
2429,Mt 22:40,1,1,0,0
2430,Z 134:6,1,1,0,0
2431,Z 135:6,1,1,1,0
2432,R 8:21,1,1,0,0
2433,R 8:20,2,1,0,0
2434,Mk 16:18,1,1,1,1
2435,1Tm 1:4,1,1,1,0
2436,Jud 12:18,1,0,0,0
2437,Gn 45:24,3,0,0,0
2438,Ez 47:17,3,0,0,0
2439,Gn 46:34,20,1,1,0
2440,2Ma 7:23,1,0,0,0
2441,Jr 42:1,7,1,1,0
2442,J 16:4,3,0,0,0
2443,2Pa 29:1,11,0,0,0
2444,Jb 41:14,1,0,0,0
2445,J 8:5,2,2,2,1
2446,J 8:4,1,1,0,0
2447,Ez 42:1,7,0,0,0
2448,J 2:11,1,1,1,0
2449,Zd 5:4,1,0,0,0
2450,Sk 1:11,2,2,2,0
2451,Da 7:9,1,1,1,0
2452,Mt 24:27,1,1,0,0
2453,Mt 24:37,1,1,1,0
2454,Mt 24:39,1,1,0,0
2455,Z 103:9,2,0,0,0
2456,Gn 27:27,1,1,1,0
2457,L 19:43,1,1,1,1
2458,L 19:44,1,1,1,0
2459,2P 1:20,1,1,1,0
2460,2P 3:16,1,1,0,0
2461,Z 97:12,1,1,0,0
2462,2Pa 12:6,1,1,1,0
2463,Z 91:16,2,1,1,1
2464,L 9:57,7,1,1,0
2465,L 9:61,2,2,1,0
2466,Mt 8:19,1,1,0,0
2467,Sd 11:39,2,0,0,0
2468,1K 5:8,4,4,4,3
2469,Sk 10:46,10,0,0,0
2470,Zj 18:2,1,1,1,0
2471,L 16:14,1,0,0,0
2472,Sk 21:40,6,0,0,0
2473,Gn 18:30,2,0,0,0
2474,Gn 18:32,3,0,0,0
2475,Sir 6:5,2,2,0,0
2476,Pr 3:30,1,1,1,0
2477,Gn 46:27,3,3,3,0
2478,Ef 2:4,5,0,0,0
2479,1K 9:14,1,1,1,0
2480,1S 28:12,3,3,0,0
2481,Gn 27:34,2,0,0,0
2482,L 8:29,1,1,1,1
2483,L 8:27,6,1,1,1
2484,Mt 17:14,4,0,0,0
2485,Mk 5:7,2,2,0,0
2486,L 8:30,4,1,1,1
2487,L 8:32,2,0,0,0
2488,L 8:31,1,1,0,0
2489,L 8:34,1,1,0,0
2490,L 8:33,1,1,1,1
2491,L 8:38,2,2,1,0
2492,L 8:37,1,1,1,0
2493,Mk 5:13,1,1,0,0
2494,2P 3:18,2,2,1,0
2495,Mt 26:31,6,6,4,0
2496,L 9:60,3,3,2,0
2497,Mt 8:21,1,1,1,0
2498,L 9:59,1,1,0,0
2499,J 12:7,1,1,0,0
2500,Mt 8:22,1,1,0,0
2501,L 18:22,3,3,0,0
2502,Mk 10:21,3,3,0,0
2503,Mt 19:20,4,4,2,0
2504,Mt 8:4,1,1,0,0
2505,Mk 10:22,2,2,0,0
2506,Mt 19:22,2,2,2,0
2507,Mt 24:21,2,2,1,0
2508,Iz 13:10,1,1,0,0
2509,Ez 32:7,1,1,0,0
2510,L 19:40,8,2,2,0
2511,Sd 14:18,2,0,0,0
2512,J 3:27,1,1,1,0
2513,2Kr 9:32,3,2,0,0
2514,Z 64:1,6,0,0,0
2515,Zd 8:4,1,0,0,0
2516,L 1:37,3,3,3,3
2517,Sd 21:16,2,0,0,0
2518,L 11:22,1,1,1,0
2519,L 11:26,1,1,0,0
2520,J 19:7,1,1,1,0
2521,Mt 15:24,2,1,1,0
2522,L 21:10,1,1,1,0
2523,Mt 7:12,3,3,3,0
2524,Za 4:1,1,1,1,0
2525,L 15:31,3,1,1,0
2526,Sk 27:1,17,0,0,0
2527,2S 15:2,2,0,0,0
2528,2S 17:22,6,0,0,0
2529,L 23:50,6,1,1,0
2530,L 21:37,1,1,1,0
2531,Sk 1:12,1,1,0,0
2532,L 19:32,1,1,0,0
2533,L 19:31,11,1,1,1
2534,L 19:30,1,1,0,0
2535,Mk 11:2,1,1,0,0
2536,L 19:33,1,1,1,0
2537,1S 15:32,1,1,0,0
2538,Mt 21:2,1,1,0,0
2539,L 19:34,1,1,1,1
2540,Pis 4:12,1,1,1,0
2541,2K 9:6,2,2,2,0
2542,Sk 16:30,1,1,1,0
2543,L 14:21,1,1,1,0
2544,Bar 1:17,5,1,0,0
2545,Sk 3:15,1,0,0,0
2546,Ez 29:1,3,3,0,0
2547,Jr 32:6,3,3,0,0
2548,L 3:3,1,1,1,0
2549,Mk 1:4,1,1,0,0
2550,2Te 3:10,2,2,2,0
2551,2Te 3:12,1,1,1,0
2552,Nu 13:20,10,0,0,0
2553,1Pa 19:5,1,1,0,0
2554,2S 10:5,1,1,1,0
2555,Iz 60:6,1,1,1,0
2556,Gn 45:26,1,1,1,0
2557,Sk 5:41,1,1,1,0
2558,1Tm 5:1,1,0,0,0
2559,Zj 7:15,1,0,0,0
2560,Zj 21:3,2,2,2,0
2561,Iz 42:6,1,1,1,0
2562,Z 67:2,6,6,2,0
2563,1Kr 8:29,2,2,2,0
2564,L 8:12,2,2,2,0
2565,J 10:2,1,1,1,1
2566,J 1:51,6,5,1,0
2567,J 5:19,4,4,0,0
2568,J 5:24,4,4,0,0
2569,J 6:26,4,4,0,0
2570,J 6:32,5,5,0,0
2571,J 6:47,5,5,0,0
2572,J 8:34,4,4,0,0
2573,J 10:1,4,4,1,1
2574,J 13:16,4,4,0,0
2575,J 13:20,4,4,0,0
2576,J 13:21,8,8,1,0
2577,J 14:12,5,5,1,0
2578,J 10:6,1,1,1,1
2579,J 10:5,1,0,0,0
2580,J 10:4,2,2,1,0
2581,J 10:3,1,1,0,0
2582,J 10:10,1,1,1,0
2583,J 10:8,1,1,0,0
2584,J 10:9,1,1,0,0
2585,Fp 1:18,2,1,1,1
2586,Fp 1:15,1,1,0,0
2587,J 17:22,2,2,1,0
2588,Zj 21:23,1,1,1,0
2589,Ez 45:21,1,0,0,0
2590,Ez 45:25,1,0,0,0
2591,Ez 32:17,1,0,0,0
2592,J 16:24,1,1,0,0
2593,R 8:26,1,1,1,0
2594,Sk 10:47,5,5,4,0
2595,Sk 8:17,2,2,2,0
2596,1K 12:3,1,1,1,0
2597,Gn 24:63,5,0,0,0
2598,L 2:47,4,1,1,0
2599,Sk 9:21,3,0,0,0
2600,Nu 13:3,1,1,0,0
2601,Dt 32:52,1,1,1,0
2602,Dt 32:50,1,1,0,0
2603,Nu 27:13,1,1,0,0
2604,1P 3:22,1,1,1,0
2605,R 8:34,2,1,0,0
2606,Tit 3:11,22,0,0,0
2607,Iz 48:21,1,1,1,0
2608,Joz 11:12,1,0,0,0
2609,Joz 18:7,1,0,0,0
2610,Joz 1:13,2,0,0,0
2611,Joz 8:33,2,0,0,0
2612,J 11:26,2,2,2,0
2613,Ez 36:28,1,1,1,0
2614,Gn 32:30,2,1,1,0
2615,Dt 18:15,2,2,2,0
2616,J 19:10,1,1,1,0
2617,R 1:32,2,1,0,0
2618,R 2:2,2,0,0,0
2619,R 2:3,2,0,0,0
2620,Ga 5:21,3,3,3,0
2621,Z 144:15,1,1,1,0
2622,Iz 57:1,3,1,1,1
2623,2Tm 3:11,7,0,0,0
2624,Abd 1:18,1,1,0,0
2625,Iz 22:25,2,2,0,0
2626,Iz 25:8,1,1,1,0
2627,Jr 19:4,3,0,0,0
2628,2Ma 14:35,3,0,0,0
2629,Zd 11:4,5,0,0,0
2630,2Pa 20:12,1,0,0,0
2631,L 11:11,1,1,1,0
2632,Da 8:2,1,0,0,0
2633,Ez 17:13,2,1,1,0
2634,2S 9:2,15,0,0,0
2635,Iz 30:18,3,3,0,0
2636,Mal 1:9,2,2,1,0
2637,Tob 9:5,1,0,0,0
2638,1Ma 11:53,12,0,0,0
2639,Ef 6:3,3,0,0,0
2640,Gn 3:16,3,3,2,0
2641,J 14:1,3,3,2,0
2642,Jb 19:12,10,0,0,0
2643,R 12:1,2,0,0,0
2644,Sk 2:39,3,1,1,0
2645,L 6:36,4,3,3,0
2646,Ex 17:12,4,0,0,0
2647,3J 1:10,4,0,0,0
2648,Gn 8:1,5,0,0,0
2649,Am 1:8,2,0,0,0
2650,Am 8:3,2,0,0,0
2651,Am 8:9,2,2,0,0
2652,Ez 2:4,2,0,0,0
2653,Ez 3:11,2,0,0,0
2654,Ez 3:27,2,0,0,0
2655,Ez 5:5,2,0,0,0
2656,Ez 5:11,2,2,0,0
2657,Ez 6:11,2,0,0,0
2658,Ez 7:5,2,0,0,0
2659,Ez 11:8,2,0,0,0
2660,Ez 11:16,2,0,0,0
2661,Ez 11:17,2,0,0,0
2662,Ez 11:21,2,0,0,0
2663,Ez 12:10,2,0,0,0
2664,Ez 12:23,2,0,0,0
2665,Ez 12:25,2,0,0,0
2666,Ez 12:28,2,2,0,0
2667,Ez 13:3,2,0,0,0
2668,Ez 13:8,2,0,0,0
2669,Ez 13:16,3,1,0,0
2670,Ez 13:18,3,2,0,0
2671,Ez 14:11,3,0,0,0
2672,Ez 14:14,3,1,0,0
2673,Ez 14:16,2,2,0,0
2674,Ez 14:18,2,2,0,0
2675,Ez 14:20,2,2,0,0
2676,Ez 14:21,1,1,0,0
2677,Ez 14:23,2,0,0,0
2678,Ez 15:8,2,0,0,0
2679,Ez 16:8,2,2,0,0
2680,Ez 16:14,2,0,0,0
2681,Ez 16:23,2,2,0,0
2682,Ez 16:30,2,2,0,0
2683,Ez 16:36,2,0,0,0
2684,Ez 16:43,2,2,0,0
2685,Ez 16:59,1,1,0,0
2686,Ez 16:63,2,0,0,0
2687,Ez 17:3,3,2,1,0
2688,Ez 17:9,10,0,0,0
2689,Ez 17:16,2,2,0,0
2690,Ez 17:22,2,0,0,0
2691,Ez 18:3,2,2,0,0
2692,Ez 18:9,2,0,0,0
2693,Ez 20:3,4,3,2,0
2694,Ez 20:27,2,0,0,0
2695,Ez 20:30,2,0,0,0
2696,Ez 20:33,2,2,0,0
2697,Ez 20:36,2,0,0,0
2698,Ez 20:39,2,2,0,0
2699,Ez 20:44,2,0,0,0
2700,Ez 20:47,4,1,0,0
2701,Ez 21:26,2,0,0,0
2702,Ez 22:3,2,1,0,0
2703,Ez 22:28,2,0,0,0
2704,Ez 22:31,2,0,0,0
2705,Ez 23:22,3,3,0,0
2706,Ez 23:28,2,2,0,0
2707,Ez 23:32,2,0,0,0
2708,Ez 23:34,2,0,0,0
2709,Ez 23:46,1,1,0,0
2710,Ez 24:3,2,0,0,0
2711,Ez 24:14,2,0,0,0
2712,Ez 24:21,4,1,0,0
2713,Ez 25:3,2,0,0,0
2714,Ez 25:6,1,1,0,0
2715,Ez 25:8,2,0,0,0
2716,Ez 25:12,2,0,0,0
2717,Ez 25:14,2,0,0,0
2718,Ez 25:15,2,0,0,0
2719,Ez 26:5,2,2,0,0
2720,Ez 26:7,1,1,0,0
2721,Ez 26:14,2,0,0,0
2722,Ez 26:15,2,2,0,0
2723,Ez 26:21,2,0,0,0
2724,Ez 27:3,9,0,0,0
2725,Ez 28:2,2,0,0,0
2726,Ez 28:10,2,0,0,0
2727,Ez 28:22,4,3,0,0
2728,Ez 28:25,2,0,0,0
2729,Ez 29:3,3,1,0,0
2730,Ez 29:20,2,0,0,0
2731,Ez 30:2,3,1,1,0
2732,Ez 30:6,2,0,0,0
2733,Ez 30:10,2,0,0,0
2734,Ez 30:13,2,0,0,0
2735,Ez 31:15,2,0,0,0
2736,Ez 31:18,2,0,0,0
2737,Ez 32:3,2,0,0,0
2738,Ez 32:8,2,0,0,0
2739,Ez 32:11,1,1,0,0
2740,Ez 32:14,2,2,0,0
2741,Ez 32:32,2,0,0,0
2742,Ez 33:25,3,1,0,0
2743,Ez 33:27,2,0,0,0
2744,Ez 34:8,2,2,0,0
2745,Ez 34:10,3,3,2,2
2746,Ez 34:11,2,2,0,0
2747,Ez 34:15,2,0,0,0
2748,Ez 34:17,3,1,0,0
2749,Ez 34:30,2,0,0,0
2750,Ez 34:31,2,0,0,0
2751,Ez 35:6,2,2,0,0
2752,Ez 35:11,2,2,0,0
2753,Ez 35:14,2,0,0,0
2754,Ez 36:2,2,0,0,0
2755,Ez 36:3,2,0,0,0
2756,Ez 36:6,3,1,0,0
2757,Ez 36:13,2,0,0,0
2758,Ez 36:14,2,0,0,0
2759,Ez 36:15,2,0,0,0
2760,Ez 36:22,2,0,0,0
2761,Ez 36:23,2,2,0,0
2762,Ez 36:32,2,2,0,0
2763,Ez 36:33,2,0,0,0
2764,Ez 36:37,2,0,0,0
2765,Ez 37:9,2,0,0,0
2766,Ez 37:12,3,1,0,0
2767,Ez 37:19,3,1,0,0
2768,Ez 37:21,3,1,0,0
2769,Ez 38:3,3,2,0,0
2770,Ez 38:10,2,0,0,0
2771,Ez 38:14,3,1,0,0
2772,Ez 38:17,4,0,0,0
2773,Ez 38:18,2,2,0,0
2774,Ez 38:21,2,2,0,0
2775,Ez 39:1,3,1,0,0
2776,Ez 39:5,2,0,0,0
2777,Ez 39:8,9,2,0,0
2778,Ez 39:10,2,0,0,0
2779,Ez 39:13,2,0,0,0
2780,Ez 39:17,2,2,0,0
2781,Ez 39:29,2,0,0,0
2782,Ez 43:18,2,2,0,0
2783,Ez 43:27,3,0,0,0
2784,Ez 44:6,2,0,0,0
2785,Ez 44:9,2,0,0,0
2786,Ez 44:12,2,2,0,0
2787,Ez 44:15,2,0,0,0
2788,Ez 44:27,2,0,0,0
2789,Ez 45:15,2,0,0,0
2790,Ez 45:18,2,0,0,0
2791,Ez 46:1,2,0,0,0
2792,Ez 46:16,2,2,0,0
2793,Ez 47:13,2,0,0,0
2794,Ez 48:29,2,0,0,0
2795,Iz 7:7,2,0,0,0
2796,Iz 49:22,3,1,0,0
2797,Iz 52:4,1,1,0,0
2798,Iz 56:8,3,0,0,0
2799,Jr 2:22,2,0,0,0
2800,Mt 28:7,4,3,2,0
2801,2S 22:18,3,0,0,0
2802,Z 18:18,3,0,0,0
2803,Z 18:41,3,0,0,0
2804,Z 86:17,1,0,0,0
2805,1Kr 15:5,2,2,0,0
2806,1S 1:11,2,2,0,0
2807,Dt 6:2,2,2,0,0
2808,Dt 16:3,6,2,0,0
2809,Jr 52:33,2,2,0,0
2810,Jr 52:34,2,2,0,0
2811,L 1:75,2,2,1,0
2812,Pr 31:12,2,2,1,0
2813,Gn 3:17,2,2,0,0
2814,2Kr 25:29,2,2,0,0
2815,2Kr 25:30,2,2,0,0
2816,Gn 3:18,2,2,1,1
2817,Da 4:27,1,1,1,0
2818,Iz 49:4,1,1,1,0
2819,Pr 31:4,7,0,0,0
2820,1Ma 11:4,4,0,0,0
2821,Z 54:12,3,0,0,0
2822,Dt 28:43,1,0,0,0
2823,Dt 15:11,2,2,1,1
2824,Ez 21:30,1,1,0,0
2825,Dt 19:7,1,1,1,0
2826,1Ma 14:43,1,1,1,0
2827,R 3:10,19,0,0,0
2828,Ez 25:9,4,0,0,0
2829,Gn 12:4,5,5,5,0
2830,Mt 22:5,1,1,1,0
2831,Ezd 10:12,1,1,1,0
2832,Sk 1:9,1,1,1,0
2833,Lv 10:5,12,0,0,0
2834,L 1:47,2,2,2,2
2835,J 9:32,2,2,2,0
2836,Ex 16:12,1,1,1,0
2837,Gn 25:7,1,0,0,0
2838,Gn 19:4,6,0,0,0
2839,1Pa 4:14,1,0,0,0
2840,2S 6:22,19,0,0,0
2841,Mt 9:28,5,0,0,0
2842,L 17:18,1,0,0,0
2843,Fp 2:16,1,1,1,0
2844,Iz 1:4,8,1,1,0
2845,Gn 50:23,1,1,1,0
2846,Ex 12:29,2,1,0,0
2847,J 15:11,2,0,0,0
2848,Ef 2:17,4,1,0,0
2849,Ko 3:15,1,1,0,0
2850,1P 3:11,1,1,0,0
2851,Z 34:15,1,1,0,0
2852,R 14:19,1,1,0,0
2853,Lv 18:28,2,0,0,0
2854,1K 15:32,2,1,1,0
2855,J 20:19,4,4,2,1
2856,Dt 5:20,2,2,0,0
2857,Ex 20:16,2,2,0,0
2858,L 2:31,2,2,1,1
2859,1Kr 8:36,2,2,0,0
2860,2Pa 6:27,2,2,0,0
2861,Ex 9:34,5,0,0,0
2862,Tob 4:7,1,1,1,1
2863,Tob 4:8,1,1,1,1
2864,Tob 4:9,1,1,0,0
2865,L 19:17,2,2,0,0
2866,1Kr 2:30,4,0,0,0
2867,Est 2:14,2,0,0,0
2868,Iz 53:12,25,0,0,0
2869,Gn 20:7,1,1,1,0
2870,L 7:8,1,1,1,1
2871,Mt 8:9,1,1,0,0
2872,R 12:19,1,1,1,0
2873,Zd 10:30,2,2,1,0
2874,Gn 40:14,3,3,3,0
2875,2Kr 6:12,1,1,1,0
2876,2Kr 6:16,1,1,1,0
2877,1P 2:12,2,1,1,0
2878,Sd 5:2,1,1,1,0
2879,Z 135:19,1,1,1,0
2880,Z 135:20,1,1,1,0
2881,1Pa 29:20,1,1,0,0
2882,Sd 5:9,1,1,1,0
2883,J 1:52,1,1,1,0
2884,Zd 1:3,2,2,0,0
2885,Ezd 9:14,3,3,3,0
2886,L 1:71,7,0,0,0
2887,Mt 13:55,1,1,1,1
2888,Mt 12:46,1,1,1,0
2889,L 8:20,1,1,0,0
2890,Mt 12:47,1,1,0,0
2891,Mt 12:48,2,1,1,1
2892,Mt 12:49,1,1,0,0
2893,J 19:25,1,1,1,0
2894,Neh 10:32,19,0,0,0
2895,L 15:25,2,0,0,0
2896,1J 3:18,1,1,1,0
2897,Mt 5:46,1,1,1,0
2898,Pr 25:21,1,1,1,0
2899,L 6:32,1,1,0,0
2900,Mk 12:5,23,0,0,0
2901,J 15:22,1,1,1,0
2902,1J 2:19,2,1,1,0
2903,Gn 32:27,1,1,1,0
2904,Gn 32:31,1,1,0,0
2905,Mt 2:7,5,0,0,0
2906,J 14:5,1,1,1,1
2907,Mk 10:52,1,1,0,0
2908,Ex 34:19,27,0,0,0
2909,2Ma 14:26,2,2,2,0
2910,Sk 2:13,1,1,1,0
2911,Sk 2:41,1,1,1,0
2912,Sk 17:6,3,0,0,0
2913,1S 16:16,3,1,1,0
2914,1Tm 1:2,1,1,0,0
2915,2P 1:2,1,1,1,0
2916,2Tm 1:2,1,1,0,0
2917,Est 2:11,3,0,0,0
2918,2K 13:8,3,0,0,0
2919,2Kr 17:19,11,0,0,0
2920,Sk 15:24,6,0,0,0
2921,Fp 2:26,9,0,0,0
2922,Z 40:6,3,0,0,0
2923,Joz 17:16,1,1,1,0
2924,Sd 16:18,20,0,0,0
2925,2S 14:17,2,0,0,0
2926,1Pa 29:16,13,0,0,0
2927,Gn 32:5,1,0,0,0
2928,J 2:10,2,1,1,1
2929,Ezd 6:9,8,2,2,0
2930,Jr 29:11,2,0,0,0
2931,2S 15:22,4,0,0,0
2932,2Ma 3:39,12,0,0,0
2933,2K 3:6,2,2,2,0
2934,2K 10:12,1,0,0,0
2935,1S 2:14,1,1,1,0
2936,Est 16:1,7,0,0,0
2937,1K 7:40,5,0,0,0
2938,Mou 7:2,4,0,0,0
2939,1Pa 15:12,10,0,0,0
2940,Ez 20:15,1,1,1,0
2941,Za 4:13,3,3,3,0
2942,Gn 24:67,16,0,0,0
2943,Iz 24:2,12,0,0,0
2944,Sir 36:2,9,0,0,0
2945,1Pa 19:9,5,0,0,0
2946,Jr 6:3,5,5,5,0
2947,2K 8:12,3,0,0,0
2948,Lv 13:57,8,0,0,0
2949,Jb 28:5,1,0,0,0
2950,1J 2:27,29,0,0,0
2951,Sir 3:28,9,0,0,0
2952,Neh 9:8,6,0,0,0
2953,Gn 31:8,6,0,0,0
2954,Nu 22:12,1,1,1,0
2955,Neh 13:15,1,0,0,0
2956,Sir 37:21,1,1,1,0
2957,2Kr 19:9,4,0,0,0
2958,Iz 37:9,4,0,0,0
2959,1K 11:17,2,0,0,0
2960,Joz 8:9,5,0,0,0
2961,Ez 31:14,1,1,1,0
2962,Ez 31:11,1,1,1,0
2963,Zd 7:14,7,0,0,0
2964,Est 5:4,12,0,0,0
2965,1S 14:11,3,0,0,0
2966,Ez 24:19,11,11,11,0
2967,Za 1:9,11,0,0,0
2968,1Pa 4:32,6,0,0,0
2969,1Ma 10:5,5,0,0,0
2970,J 8:22,2,0,0,0
2971,1K 16:2,2,0,0,0
2972,Gn 13:2,3,1,1,1
2973,Nu 1:5,26,0,0,0
2974,Nu 13:4,26,0,0,0
2975,Nu 26:33,26,0,0,0
2976,J 12:12,4,0,0,0
2977,2K 11:2,13,0,0,0
2978,2Pa 1:10,7,7,7,0
2979,Ez 39:26,4,1,1,0
2980,L 24:44,2,0,0,0
2981,1S 28:13,1,0,0,0
2982,Ezd 10:17,3,0,0,0
2983,Pr 3:13,1,1,1,0
2984,Lv 15:31,9,0,0,0
2985,Kaz 1:10,2,0,0,0
2986,Jr 40:6,1,0,0,0
2987,1Pa 12:40,50,0,0,0
2988,J 6:19,2,0,0,0
2989,Mt 21:33,2,2,1,0
2990,Mk 12:1,1,1,0,0
2991,L 20:9,1,1,0,0
2992,Gn 27:28,1,1,1,1
2993,Mt 12:1,1,1,1,0
2994,L 3:17,1,1,0,0
2995,Mt 3:12,1,1,1,1
2996,Dt 11:9,6,6,5,0
2997,Mt 3:4,1,1,1,1
2998,Zj 10:10,1,1,1,0
2999,Mk 14:3,2,2,1,0
3000,L 7:46,1,1,1,0
3001,L 12:18,2,2,2,1
3002,Mt 24:41,1,1,1,0
3003,L 17:35,2,2,0,0
3004,J 6:13,1,1,0,0
3005,L 16:21,1,1,1,0
3006,Zj 18:21,1,1,1,1
3007,Zj 14:8,1,1,1,0
3008,Gn 7:21,2,1,0,0
3009,Lv 11:41,1,1,1,0
3010,Lv 11:42,1,1,0,0
3011,Lv 11:44,2,1,0,0
3012,Oz 14:2,15,0,0,0
3013,Joz 9:13,1,0,0,0
3014,2Pa 19:11,35,35,35,0
3015,Sd 10:3,10,0,0,0
3016,1K 5:11,2,0,0,0
3017,Gn 1:12,25,3,1,0
3018,Nu 18:31,13,0,0,0
3019,Gn 1:31,5,5,5,0
3020,Kaz 1:5,15,0,0,0
3021,Joz 6:21,2,2,2,0
3022,Z 64:3,2,0,0,0
3023,2Ma 12:45,1,1,1,0
3024,1J 2:14,12,0,0,0
3025,Iz 57:11,1,1,1,0
3026,1J 4:17,1,1,1,0
3027,Lv 22:29,1,1,1,0
3028,Ga 2:16,3,0,0,0
3029,Mk 9:39,2,0,0,0
3030,1Kr 19:10,1,1,0,0
3031,1Kr 19:14,1,1,1,0
3032,Ex 18:27,3,0,0,0
3033,Sk 18:14,1,0,0,0
3034,Sk 4:16,1,1,1,0
3035,Iz 50:2,1,1,1,0
3036,Gn 18:6,1,1,1,0
3037,1Kr 17:13,1,1,1,0
3038,L 6:3,2,1,0,0
3039,Mt 12:3,3,1,1,0
3040,L 6:4,1,1,0,0
3041,Mt 12:4,1,1,1,1
3042,1K 5:6,1,1,1,1
3043,Ga 5:9,1,1,1,1
3044,Mt 16:5,1,1,1,0
3045,Mt 16:6,1,1,1,0
3046,Mt 16:11,1,1,0,0
3047,L 12:1,3,2,1,0
3048,J 6:31,1,1,1,1
3049,Mt 15:2,1,1,1,0
3050,1K 10:17,1,1,1,0
3051,Mt 7:9,3,2,2,1
3052,Mt 15:26,2,1,0,0
3053,1Tm 5:23,1,1,1,0
3054,Tit 2:3,1,1,0,0
3055,Ef 5:18,2,2,1,0
3056,L 1:15,1,1,1,0
3057,Lv 10:9,1,1,0,0
3058,R 14:21,1,1,1,0
3059,L 15:16,1,1,1,1
3060,Rt 2:14,1,1,1,0
3061,Mt 27:48,1,1,1,0
3062,1S 16:1,1,1,1,0
3063,Jk 5:14,2,2,2,1
3064,Mk 6:13,1,1,1,0
3065,L 16:5,1,1,0,0
3066,Mt 25:4,1,1,1,1
