,verse,initial results,filtered stop-subverses,filtered multiple attributions,"""sure"" citations"
789,R 15:6,10,4,2,0
790,J 6:41,6,6,1,0
791,J 6:51,6,6,4,4
792,J 3:13,5,5,3,0
793,J 6:59,2,2,1,0
794,J 16:28,4,2,2,1
795,1K 11:24,13,13,2,1
796,L 22:19,12,12,10,0
797,Sk 2:38,1,1,1,0
798,L 6:19,4,4,4,1
799,Ju 1:7,33,0,0,0
800,L 2:20,6,1,1,0
801,J 8:46,9,9,9,1
802,Z 39:10,1,1,1,0
803,Iz 53:7,1,1,0,0
804,Mk 14:21,3,3,1,0
805,Mt 26:24,3,3,1,0
806,Mt 27:14,1,1,0,0
807,Mt 27:13,1,1,1,0
808,Mt 26:62,1,1,0,0
809,Mt 26:64,2,2,1,0
810,L 23:9,1,1,1,0
811,2S 3:27,2,0,0,0
812,L 23:39,2,2,1,0
813,Fp 3:18,3,2,2,0
814,Mt 27:45,1,1,1,1
815,Mk 15:33,1,1,0,0
816,Gn 12:14,1,0,0,0
817,Gn 4:10,1,1,1,0
818,L 6:35,5,5,0,0
819,Z 136:5,2,2,2,0
820,Ef 6:6,1,1,1,0
821,L 23:48,1,0,0,0
822,1Pa 4:43,25,0,0,0
823,Sd 13:6,14,0,0,0
824,Dt 13:7,98,0,0,0
825,L 13:21,6,6,5,0
826,Mt 13:33,12,12,0,0
827,L 8:4,4,0,0,0
828,Jr 10:2,1,1,1,0
829,2Tm 4:4,4,4,2,1
830,2Tm 4:3,5,4,3,0
831,Zj 3:20,3,3,3,0
832,Pis 5:2,1,1,1,0
833,Pis 5:7,1,1,1,0
834,Pis 3:1,1,1,0,0
835,Pis 3:2,1,1,0,0
836,Pis 5:6,1,1,0,0
837,Sk 19:27,5,0,0,0
838,2S 14:5,11,11,11,0
839,1Kr 16:33,7,0,0,0
840,2Kr 17:2,7,0,0,0
841,2Kr 18:5,7,0,0,0
842,Oz 1:9,1,1,1,0
843,1J 5:20,1,0,0,0
844,Dt 9:27,6,0,0,0
845,L 12:29,1,0,0,0
846,Ga 5:22,6,2,2,0
847,Gn 22:5,6,0,0,0
848,J 14:16,8,8,6,2
849,J 18:38,2,2,0,0
850,J 19:4,2,2,2,0
851,L 23:11,1,1,1,0
852,Jr 2:13,7,7,7,2
853,Jud 5:24,1,1,1,1
854,Jud 5:18,1,1,1,0
855,Jud 5:25,1,1,1,0
856,Ex 18:13,58,0,0,0
857,Ef 4:28,1,1,0,0
858,Ef 4:25,2,2,2,1
859,Ef 4:24,3,3,2,1
860,Ef 4:27,1,1,1,1
861,Ef 4:23,2,2,0,0
862,Ef 4:26,1,1,0,0
863,Sk 21:6,24,3,3,0
864,Iz 26:4,20,0,0,0
865,Sir 48:18,9,0,0,0
866,Dt 5:18,17,17,0,0
867,Ex 20:14,18,18,0,0
868,Gn 22:24,7,0,0,0
869,L 18:42,35,35,35,0
870,Mk 5:34,35,35,0,0
871,Mt 9:22,35,35,0,0
872,L 8:48,35,35,0,0
873,L 7:22,20,11,0,0
874,Sk 4:20,8,8,8,0
875,1J 1:3,9,9,1,0
876,J 4:48,7,6,6,0
877,L 11:28,3,3,3,0
878,Mt 20:1,5,5,5,1
879,Mt 20:4,10,1,0,0
880,Mt 20:7,2,2,1,0
881,Mt 20:8,4,2,1,0
882,1K 12:15,6,5,5,0
883,Gn 42:29,4,0,0,0
884,L 9:10,3,0,0,0
885,Bar 6:69,19,0,0,0
886,L 1:32,5,5,0,0
887,L 1:33,7,7,7,7
888,L 1:38,4,4,4,0
889,Gn 4:9,2,2,2,0
890,L 19:41,4,0,0,0
891,2Ma 14:25,6,6,6,0
892,Mk 7:32,1,1,1,0
893,Mk 7:33,5,5,2,0
894,Mk 7:34,5,5,4,1
895,Mk 7:37,2,2,2,1
896,R 8:39,5,5,1,0
897,1Tm 3:13,4,4,0,0
898,2K 11:3,7,4,0,0
899,2Tm 1:1,6,6,0,0
900,2Tm 1:13,4,4,0,0
901,2Tm 2:1,4,4,0,0
902,2Tm 2:10,4,4,0,0
903,2Tm 3:15,4,4,0,0
904,1Tm 1:14,4,4,0,0
905,Ga 3:26,4,4,2,0
906,Ko 2:5,4,4,0,0
907,R 3:24,4,4,0,0
908,Sk 24:24,4,4,0,0
909,Mk 15:31,3,1,1,0
910,Mt 27:42,5,5,3,1
911,1K 9:11,14,0,0,0
912,L 18:9,1,1,1,0
913,2K 11:16,7,0,0,0
914,1J 1:5,3,3,2,1
915,1Kr 7:50,1,0,0,0
916,Tob 3:4,5,0,0,0
917,Z 105:11,1,0,0,0
918,J 14:27,13,13,10,0
919,Sk 17:23,28,0,0,0
920,Mt 26:2,3,3,1,1
921,J 1:9,3,1,1,0
922,L 2:10,23,21,19,3
923,L 12:27,2,2,0,0
924,Mt 6:29,3,3,3,1
925,2Pa 25:14,3,0,0,0
926,2S 14:12,1,0,0,0
927,Joz 8:8,5,5,2,0
928,Joz 22:2,5,5,0,0
929,Ga 1:10,1,1,1,0
930,Mt 25:46,1,1,1,0
931,2Kr 15:2,37,0,0,0
932,Jk 5:1,15,2,2,1
933,L 22:32,4,0,0,0
934,2Tm 4:1,2,2,2,1
935,2Tm 4:2,3,3,2,0
936,Mt 20:16,53,53,46,1
937,L 21:9,1,0,0,0
938,L 9:8,9,9,9,0
939,Mk 6:16,10,4,4,0
940,J 20:17,1,1,1,1
941,1Tm 3:15,5,0,0,0
942,Gn 1:2,11,11,9,0
943,J 6:63,2,2,2,0
944,J 6:64,2,1,0,0
945,J 5:26,2,2,2,0
946,J 15:26,5,3,2,0
947,L 12:12,2,2,2,0
948,Mt 10:20,2,2,1,1
949,Zd 1:1,5,5,3,0
950,J 3:18,2,2,1,0
951,1K 12:13,1,1,1,0
952,Dt 18:1,1,0,0,0
953,Sk 2:1,22,2,2,1
954,Iz 62:1,1,1,1,0
955,Z 25:1,1,1,1,0
956,Z 24:1,2,2,0,0
957,1Kr 12:33,3,0,0,0
958,2Ma 3:22,4,0,0,0
959,Za 8:21,2,0,0,0
960,Tob 5:11,2,2,2,0
961,Mt 23:15,4,4,1,0
962,J 4:14,4,4,4,0
963,J 4:13,3,3,0,0
964,J 14:13,2,2,1,0
965,1J 5:15,4,0,0,0
966,Sk 28:16,3,2,2,0
967,Nu 15:14,17,0,0,0
968,Sk 24:16,23,0,0,0
969,Mt 6:26,6,6,6,3
970,J 6:33,4,4,0,0
971,J 4:9,1,1,1,0
972,J 4:10,1,1,1,0
973,J 6:65,3,3,2,0
974,J 3:3,11,10,4,1
975,J 13:7,2,1,0,0
976,L 22:31,3,3,3,1
977,Z 117:26,8,8,8,0
978,L 15:7,8,8,8,0
979,Sd 13:5,2,2,1,0
980,Sd 13:7,2,2,0,0
981,2K 8:13,3,0,0,0
982,Sk 20:28,1,1,1,0
983,2Pa 3:17,20,0,0,0
984,1Kr 16:7,1,0,0,0
985,J 5:36,3,0,0,0
986,J 12:17,4,0,0,0
987,1K 2:9,11,11,11,5
988,Dt 6:10,3,2,1,0
989,Dt 9:5,2,0,0,0
990,Dt 29:13,2,0,0,0
991,Dt 30:20,2,2,1,0
992,Z 89:13,17,0,0,0
993,Sir 13:5,1,1,1,0
994,Gn 33:16,1,0,0,0
995,Mt 19:18,33,33,29,0
996,R 11:33,4,4,4,0
997,Sd 20:30,1,0,0,0
998,L 1:48,2,2,2,0
999,L 13:9,5,5,4,2
1000,L 3:9,4,4,0,0
1001,Mt 3:10,4,4,0,0
1002,Mt 7:19,4,4,4,1
1003,Gn 19:25,16,0,0,0
1004,2Ma 12:5,47,0,0,0
1005,1K 13:11,4,4,4,0
1006,Sir 24:33,27,0,0,0
1007,R 2:4,20,0,0,0
1008,J 17:21,3,3,2,1
1009,Z 118:24,8,8,8,0
1010,Iz 52:6,3,0,0,0
1011,Jr 50:31,3,2,2,0
1012,Mt 24:12,2,2,2,0
1013,Mt 17:7,3,3,3,0
1014,Sk 13:10,3,2,2,0
1015,Sk 13:11,1,1,1,0
1016,L 7:14,4,4,4,0
1017,Sd 6:28,14,1,1,0
1018,L 8:6,8,7,7,1
1019,Z 7:9,45,1,1,0
1020,J 11:16,2,2,2,0
1021,J 20:25,4,4,3,0
1022,Mk 9:22,1,1,0,0
1023,Mk 9:24,1,1,0,0
1024,Mk 9:23,1,1,1,0
1025,Z 22:16,1,1,1,0
1026,Fp 1:25,78,0,0,0
1027,Z 97:1,1,1,1,0
1028,Sk 24:20,4,0,0,0
1029,L 3:19,2,2,2,0
1030,Mt 14:3,7,7,5,0
1031,Iz 5:20,3,3,3,1
1032,2S 14:14,27,0,0,0
1033,L 17:7,19,0,0,0
1034,Gn 1:4,4,4,3,1
1035,Gn 1:3,4,4,4,0
1036,L 5:11,5,5,5,1
1037,J 16:7,3,3,3,3
1038,2Kr 4:12,4,2,2,0
1039,Da 7:7,2,2,2,0
1040,Ez 11:23,4,0,0,0
1041,Z 110:10,3,3,3,0
1042,2S 24:21,18,0,0,0
1043,1K 12:21,2,2,2,0
1044,Mk 12:14,3,1,0,0
1045,Mt 22:16,3,3,3,1
1046,Jk 1:27,1,1,1,0
1047,L 1:49,4,0,0,0
1048,2Ma 5:25,5,0,0,0
1049,Iz 65:5,2,0,0,0
1050,Jr 50:17,2,2,2,0
1051,2Kr 25:1,1,1,0,0
1052,Ez 29:18,1,1,0,0
1053,Jr 37:1,1,1,0,0
1054,Jr 52:4,1,1,0,0
1055,Joz 2:1,8,0,0,0
1056,Zd 5:5,2,2,2,1
1057,Sk 22:15,9,0,0,0
1058,Zd 5:1,9,9,0,0
1059,Zd 8:3,6,1,0,0
1060,R 15:17,9,9,8,0
1061,Zd 5:2,1,1,0,0
1062,Zd 5:3,1,1,1,1
1063,Zd 6:7,1,1,1,1
1064,Zd 6:5,1,1,0,0
1065,Zd 6:8,1,1,1,1
1066,Zd 6:4,3,1,0,0
1067,Zd 6:6,1,1,0,0
1068,Zd 5:6,1,1,0,0
1069,Zd 5:10,1,1,1,0
1070,Zd 7:17,1,1,0,0
1071,1P 2:4,1,1,0,0
1072,1P 2:5,1,1,1,1
1073,1P 2:6,1,1,1,1
1074,R 9:33,1,1,0,0
1075,Sk 10:42,1,1,1,0
1076,1P 2:8,1,1,0,0
1077,1P 2:7,3,3,1,1
1078,L 20:17,3,3,0,0
1079,Mk 12:10,3,3,0,0
1080,Mt 21:42,3,3,0,0
1081,1P 2:9,1,1,0,0
1082,1P 2:10,1,1,0,0
1083,L 22:30,2,2,1,0
1084,Mt 19:28,7,7,3,0
1085,Sk 21:1,4,1,0,0
1086,Iz 45:8,13,13,13,0
1087,Gn 12:13,4,0,0,0
1088,Mt 27:17,2,2,2,0
1089,J 18:40,1,1,1,0
1090,Mt 18:17,9,9,7,0
1091,Ezd 5:10,3,3,3,0
1092,Zd 3:8,4,4,2,0
1093,Zd 3:15,4,4,0,0
1094,L 22:40,17,13,4,0
1095,Mk 14:38,15,15,13,3
1096,Mt 26:41,15,15,7,3
1097,Ef 6:11,2,2,2,1
1098,Ef 6:17,5,5,5,1
1099,L 9:49,1,0,0,0
1100,Mk 9:38,1,0,0,0
1101,Z 57:2,3,3,1,0
1102,Gn 1:26,10,6,5,0
1103,Gn 1:28,9,9,3,0
1104,Dt 1:13,13,0,0,0
1105,L 5:13,1,1,0,0
1106,Mt 8:3,1,1,0,0
1107,Jr 40:15,12,0,0,0
1108,2S 21:7,3,0,0,0
1109,2Pa 7:11,1,0,0,0
1110,Mt 25:21,14,13,12,2
1111,Mt 25:23,14,13,12,2
1112,Gn 20:15,1,1,1,0
1113,Joz 6:20,49,0,0,0
1114,L 4:24,3,3,3,0
1115,Mt 8:8,3,3,3,1
1116,L 7:6,3,3,0,0
1117,Fm 1:18,17,1,1,1
1118,1K 7:20,2,0,0,0
1119,1K 8:6,4,3,3,0
1120,Mt 20:30,12,6,0,0
1121,Mt 20:31,12,6,5,0
1122,Tob 8:10,10,7,6,0
1123,Z 122:3,8,0,0,0
1124,Zj 12:7,3,3,3,0
1125,J 16:20,7,7,3,2
1126,Gn 9:1,4,4,4,0
1127,Sir 6:34,6,0,0,0
1128,Mt 15:27,1,1,1,0
1129,Da 5:25,6,6,6,1
1130,Sk 17:17,4,0,0,0
1131,Gn 27:11,4,1,1,1
1132,J 3:21,3,3,3,1
1133,J 3:20,3,3,3,0
1134,Nu 10:30,10,0,0,0
1135,J 7:50,7,0,0,0
1136,Mt 11:22,1,1,1,1
1137,Mt 11:21,2,2,0,0
1138,Mt 11:23,33,1,1,0
1139,L 10:13,2,2,1,0
1140,Mt 11:24,1,1,1,1
1141,Iz 5:2,1,1,1,0
1142,Mt 5:22,11,8,5,0
1143,Gn 4:6,3,3,3,0
1144,L 22:49,1,1,1,0
1145,Mk 14:7,4,4,3,0
1146,Da 9:24,2,2,2,0
1147,Mt 2:6,4,4,4,0
1148,Ex 28:12,4,0,0,0
1149,Mt 9:13,10,10,1,0
1150,Mt 12:7,9,9,7,0
1151,Ef 5:27,3,3,3,1
1152,Lv 14:18,75,0,0,0
1153,Jb 15:17,60,0,0,0
1154,Fp 2:9,2,2,0,0
1155,Sir 24:17,1,1,1,0
1156,Z 112:3,5,0,0,0
1157,Ez 24:25,1,1,1,0
1158,2K 4:1,108,0,0,0
1159,Zd 12:24,1,1,1,0
1160,2Pa 10:6,3,1,1,0
1161,2K 8:9,2,2,2,0
1162,Mt 1:20,7,5,4,0
1163,Jr 34:22,15,3,3,0
1164,1Ma 12:24,12,0,0,0
1165,Sk 14:24,2,0,0,0
1166,1P 2:19,1,1,1,0
1167,1P 2:18,2,1,1,1
1168,1P 2:20,1,1,1,0
1169,1J 4:16,3,3,3,1
1170,Fp 3:1,2,2,2,0
1171,1Kr 19:11,2,2,1,0
1172,Iz 12:6,2,2,2,0
1173,Oz 11:9,2,2,0,0
1174,Nu 9:18,2,0,0,0
1175,Fp 2:4,1,1,0,0
1176,Fp 2:3,1,1,1,0
1177,Gn 15:8,2,2,2,0
1178,Fp 4:5,1,1,1,0
1179,Fp 1:6,34,0,0,0
1180,Mt 17:6,2,2,2,0
1181,Sd 13:8,8,0,0,0
1182,Ga 5:23,2,0,0,0
1183,Gn 48:13,26,0,0,0
1184,R 8:31,4,3,3,0
1185,Mk 13:7,12,0,0,0
1186,Mt 24:6,12,0,0,0
1187,Pr 28:24,2,0,0,0
1188,Dt 22:3,4,0,0,0
1189,1P 5:8,1,1,1,0
1190,1P 5:10,1,0,0,0
1191,L 22:41,7,6,6,0
1192,Jb 19:21,9,9,9,0
1193,Mt 5:8,11,11,11,6
1194,L 10:7,6,6,6,0
1195,1Tm 5:16,1,1,1,0
1196,L 14:9,4,3,1,1
1197,L 14:10,4,3,2,0
1198,L 14:8,3,3,1,0
1199,L 7:39,5,1,1,0
1200,L 24:29,13,11,11,0
1201,Ex 39:43,1,0,0,0
1202,R 11:36,3,3,2,0
1203,L 12:31,3,3,2,0
1204,Sd 20:41,1,0,0,0
1205,1Kr 3:16,22,0,0,0
1206,Sd 16:31,1,1,1,0
1207,2Kr 5:12,1,1,1,0
1208,Mk 14:65,1,1,1,1
1209,J 20:2,3,3,2,0
1210,J 20:13,1,1,0,0
1211,Mt 28:2,3,2,2,1
1212,Zj 16:18,3,2,0,0
1213,J 5:28,5,5,2,0
1214,Mk 9:9,9,9,7,0
1215,2Tm 4:7,17,17,17,0
1216,1K 15:17,11,11,8,0
1217,Dt 21:14,6,0,0,0
1218,L 9:40,4,0,0,0
1219,2Tm 4:8,5,1,0,0
1220,2Kr 5:15,3,0,0,0
1221,Sk 25:20,8,0,0,0
1222,Sir 51:24,2,2,2,0
1223,Dt 31:20,9,9,6,0
1224,L 18:25,2,2,0,0
1225,Mk 10:25,4,4,2,0
1226,Mt 16:19,9,6,4,0
1227,J 21:15,1,1,1,0
1228,Mt 18:18,3,3,2,1
1229,Nu 9:17,1,0,0,0
1230,L 16:3,3,3,3,0
1231,Nu 16:18,17,0,0,0
1232,1S 14:7,3,0,0,0
1233,Pl 4:18,6,0,0,0
1234,L 10:3,3,3,1,0
1235,Mt 15:14,1,1,1,0
1236,1Pa 25:7,5,0,0,0
1237,Mt 7:15,10,10,8,1
1238,Jr 40:10,15,0,0,0
1239,Ex 2:4,2,2,2,0
1240,Pr 19:18,4,0,0,0
1241,J 3:19,3,3,3,0
1242,1Pa 4:41,6,0,0,0
1243,Ez 18:31,12,0,0,0
1244,Jb 19:25,7,7,4,0
1245,2J 1:4,1,1,1,0
1246,Jb 40:28,3,0,0,0
1247,Dt 16:20,2,0,0,0
1248,1Tm 2:5,1,0,0,0
1249,R 8:19,2,2,1,1
1250,R 8:18,3,3,2,0
1251,Zj 21:6,3,3,1,0
1252,Zj 1:8,7,5,1,0
1253,L 17:37,1,1,0,0
1254,Mt 24:28,1,1,1,1
1255,Zj 22:13,3,3,3,0
1256,Neh 11:9,4,0,0,0
1257,Lv 19:3,4,4,1,0
1258,J 8:58,8,8,4,1
1259,J 8:53,1,1,0,0
1260,J 8:51,9,9,4,0
1261,Zj 14:11,22,1,0,0
1262,Pr 14:34,3,3,3,1
1263,J 10:30,15,15,15,15
1264,J 3:14,4,4,1,1
1265,J 12:32,5,1,1,1
1266,1P 2:24,1,1,1,0
1267,J 7:34,1,1,1,0
1268,J 7:36,1,1,0,0
1269,Mt 25:35,7,7,5,3
1270,Mt 25:42,5,5,0,0
1271,1Pa 1:50,25,0,0,0
1272,Gn 36:39,25,0,0,0
1273,Ex 40:19,1,1,1,0
1274,R 13:7,11,0,0,0
1275,L 14:12,8,2,1,1
1276,L 14:13,2,2,2,1
1277,L 14:15,1,1,1,0
1278,L 14:16,1,1,1,0
1279,2Te 3:9,6,0,0,0
1280,Mt 23:13,6,6,3,0
1281,Mt 23:33,1,1,1,1
1282,Mt 9:4,3,3,3,0
1283,J 15:27,1,1,1,0
1284,Mt 26:61,1,1,1,0
1285,L 21:8,17,0,0,0
1286,Mt 19:23,3,3,1,0
1287,Mt 19:24,5,5,4,0
1288,2Te 1:1,7,0,0,0
1289,Mk 16:6,4,4,4,0
1290,J 11:24,3,3,3,3
1291,J 19:3,2,2,0,0
1292,Mt 27:29,3,3,0,0
1293,Mk 15:18,2,2,2,0
1294,Sd 18:14,1,0,0,0
1295,Sk 16:10,11,0,0,0
1296,L 18:18,4,4,1,0
1297,L 10:25,4,4,1,1
1298,L 10:26,1,1,0,0
1299,Dt 6:5,1,1,0,0
1300,L 10:29,3,3,3,0
1301,J 10:36,6,0,0,0
1302,J 1:4,2,2,1,1
1303,J 1:5,2,2,2,2
1304,Mt 28:5,2,2,1,0
1305,Z 53:4,1,1,1,0
1306,Mk 14:27,11,9,5,0
1307,L 16:13,9,9,9,0
1308,Z 46:7,3,0,0,0
1309,2S 23:21,2,1,1,0
1310,Zj 2:17,1,1,1,0
1311,Mk 6:18,5,5,1,0
1312,2Pa 36:10,4,0,0,0
1313,Sd 6:20,1,1,1,0
1314,Mk 8:2,9,9,8,2
1315,Mk 8:3,7,5,3,1
1316,1Kr 19:20,2,0,0,0
1317,Kaz 1:7,1,1,1,0
1318,J 6:27,1,1,0,0
1319,Sk 2:22,2,2,1,0
1320,Gn 27:24,21,0,0,0
1321,Sir 3:27,1,1,1,0
1322,Pr 21:21,19,0,0,0
1323,L 1:20,3,1,1,1
1324,L 8:35,10,1,0,0
1325,2K 12:4,1,1,1,1
1326,2K 12:2,1,1,1,0
1327,2K 12:3,2,0,0,0
1328,L 8:8,14,14,6,0
1329,J 14:26,7,7,5,1
1330,1K 3:16,5,5,5,1
1331,Gn 42:9,1,1,1,0
1332,L 9:62,3,3,3,1
1333,Zj 3:10,1,1,1,0
1334,Zj 3:8,1,1,1,0
1335,Zj 3:11,1,1,1,0
1336,L 16:4,3,1,1,0
1337,Da 10:6,1,1,1,0
1338,L 9:47,7,0,0,0
1339,Nu 16:29,1,1,1,0
1340,Tob 10:6,23,0,0,0
1341,Sk 10:7,10,0,0,0
1342,Z 147:12,1,1,0,0
1343,Z 147:1,1,1,1,0
1344,Zd 13:8,1,1,1,1
1345,Sk 28:10,7,1,1,0
1346,J 5:33,4,4,4,0
1347,J 18:37,12,12,9,0
1348,Sk 9:7,6,0,0,0
1349,Iz 18:3,23,0,0,0
1350,L 1:60,31,0,0,0
1351,Da 2:28,12,12,1,0
1352,Da 4:28,13,13,11,0
1353,1S 10:1,9,0,0,0
1354,Ez 12:14,9,0,0,0
1355,Lv 25:44,10,0,0,0
1356,Zj 14:10,2,2,1,0
1357,Z 45:9,12,0,0,0
1358,Ez 16:19,3,1,1,0
1359,Jud 12:4,3,0,0,0
1360,L 12:8,4,4,2,0
1361,Gn 42:10,7,0,0,0
1362,Da 11:27,12,0,0,0
1363,Sk 5:39,4,4,4,0
1364,L 11:29,3,3,0,0
1365,Mt 16:4,1,1,1,0
1366,Dt 9:24,10,0,0,0
1367,1Pa 8:12,3,0,0,0
1368,1P 4:4,7,0,0,0
1369,Mk 10:31,4,4,4,0
1370,Mt 19:30,4,4,4,0
1371,Z 126:1,1,1,1,0
1372,L 15:17,8,0,0,0
1373,2S 5:4,2,2,2,0
1374,2K 13:13,6,6,0,0
1375,R 16:24,6,6,6,0
1376,Mt 10:36,2,2,2,2
1377,Gn 47:8,1,1,1,0
1378,Gn 47:9,1,1,1,0
1379,J 15:19,3,3,2,0
1380,L 19:26,3,1,0,0
1381,Mt 5:28,6,5,3,0
1382,Mt 5:32,3,3,1,0
1383,Jr 38:25,1,0,0,0
1384,Gn 24:7,1,1,1,0
1385,J 11:3,3,3,3,0
1386,L 23:46,5,5,2,0
1387,Z 31:6,5,5,3,3
1388,Z 30:6,5,5,0,0
1389,1K 1:25,39,3,3,0
1390,2Pa 24:19,2,0,0,0
1391,Gn 2:7,2,2,2,0
1392,Z 8:5,1,1,0,0
1393,Zd 2:6,1,1,0,0
1394,Z 8:7,1,1,0,0
1395,Z 8:6,2,2,1,0
1396,Zd 2:7,2,2,0,0
1397,Pr 24:12,3,3,0,0
1398,L 18:16,4,4,2,0
1399,Mk 10:14,6,6,4,0
1400,1S 18:12,1,1,1,0
1401,Gn 39:23,1,1,0,0
1402,J 19:35,4,0,0,0
1403,Z 23:5,1,1,1,0
1404,Jk 3:9,3,3,3,0
1405,Mk 10:7,3,3,3,0
1406,Z 23:1,6,6,4,0
1407,Ez 18:4,4,4,4,0
1408,Z 23:3,3,3,2,1
1409,Z 22:3,2,2,0,0
1410,1S 28:15,1,1,1,0
1411,Gn 4:17,1,1,1,0
1412,J 2:5,1,1,1,0
1413,Fm 1:11,1,0,0,0
1414,1Kr 7:4,22,0,0,0
1415,Nu 33:38,6,6,6,0
1416,Ezd 10:6,30,0,0,0
1417,Jr 39:11,5,0,0,0
1418,L 2:48,4,4,4,3
1419,L 2:46,2,2,1,0
1420,L 2:49,3,3,3,0
1421,Ez 18:22,31,0,0,0
1422,Gn 45:4,10,0,0,0
1423,Mt 7:8,5,5,5,0
1424,Mt 8:28,28,0,0,0
1425,Mt 13:3,5,5,2,0
1426,L 2:38,1,1,1,0
1427,Z 55:2,2,1,1,0
1428,Sir 13:13,2,2,0,0
1429,L 8:7,1,1,1,1
1430,Mk 4:7,1,1,0,0
1431,Zd 11:33,29,0,0,0
1432,J 16:11,4,4,2,0
1433,J 16:10,2,2,0,0
1434,J 16:9,2,2,2,2
1435,Sd 1:13,9,0,0,0
1436,Jud 15:14,3,0,0,0
1437,Ez 37:23,1,1,1,0
1438,Mt 22:2,10,10,2,0
1439,Mt 13:47,1,1,1,0
1440,L 5:6,1,1,1,1
1441,1K 11:19,8,1,1,0
1442,Sk 7:33,4,4,4,0
1443,Pr 13:23,9,0,0,0
1444,Mt 25:10,9,1,0,0
1445,Dt 17:15,33,0,0,0
1446,J 6:4,1,1,1,1
1447,Sk 5:32,19,1,1,0
1448,Zd 5:9,18,18,18,0
1449,Z 129:1,1,1,1,0
1450,1Kr 6:16,23,0,0,0
1451,2Ma 12:3,8,0,0,0
1452,R 9:26,1,0,0,0
1453,1J 4:1,4,4,4,1
1454,Ga 1:12,1,1,1,0
1455,Zj 1:1,2,0,0,0
1456,Ga 1:4,1,1,0,0
1457,Jb 7:1,2,2,2,0
1458,Ju 1:9,4,4,4,0
1459,J 8:7,4,4,4,0
1460,L 8:17,2,2,1,0
1461,Mk 13:33,1,1,1,0
1462,Jud 7:4,2,1,1,0
1463,Est 4:1,4,4,3,0
1464,Kaz 5:4,1,1,1,1
1465,Neh 9:33,2,0,0,0
1466,Nu 20:14,2,0,0,0
1467,Dt 29:28,3,0,0,0
1468,Jr 12:7,16,0,0,0
1469,L 20:5,6,1,1,0
1470,Neh 12:31,11,0,0,0
1471,Sk 10:31,1,1,1,0
1472,L 5:5,3,3,3,1
1473,L 5:4,1,1,0,0
1474,J 6:60,2,2,2,0
1475,J 3:6,4,4,1,1
1476,J 3:2,1,1,1,1
1477,J 16:30,1,1,0,0
1478,J 3:5,10,10,2,0
1479,J 3:11,9,6,0,0
1480,J 13:38,6,6,0,0
1481,J 21:18,4,4,1,0
1482,J 13:37,2,2,0,0
1483,J 3:8,6,3,2,1
1484,Jud 10:11,5,5,0,0
1485,Sd 19:17,5,5,4,0
1486,Gn 16:8,5,0,0,0
1487,L 2:29,6,6,4,3
1488,Sk 23:32,3,0,0,0
1489,2Ma 1:24,2,0,0,0
1490,Nu 9:14,2,1,1,0
1491,Mk 5:43,5,0,0,0
1492,Dt 30:1,3,0,0,0
1493,Kaz 3:4,1,1,1,0
1494,2K 10:9,4,4,4,0
1495,L 4:33,11,4,4,0
1496,Mk 1:23,4,4,4,0
1497,L 8:28,3,3,0,0
1498,Mk 1:24,3,3,0,0
1499,Mt 8:29,3,3,0,0
1500,L 4:34,3,3,1,0
1501,2Tm 3:8,4,4,4,0
1502,Z 23:8,1,1,1,0
1503,R 4:7,8,8,7,0
1504,Jb 34:17,8,0,0,0
1505,J 10:15,2,2,0,0
1506,Z 23:2,2,2,2,2
1507,Am 9:7,1,1,1,0
1508,1P 1:6,1,1,1,0
1509,Sd 12:3,2,2,2,0
1510,L 19:5,5,0,0,0
1511,Gn 15:5,1,1,1,0
1512,L 1:28,4,4,2,2
1513,L 2:11,12,12,9,0
1514,Gn 3:15,7,7,7,0
1515,Dt 32:10,5,5,5,0
1516,2Kr 1:9,1,0,0,0
1517,Sk 20:12,2,0,0,0
1518,2Ma 5:18,16,0,0,0
1519,Ez 34:3,2,2,2,1
1520,Ez 34:4,1,1,0,0
1521,Ez 34:2,4,2,0,0
1522,Jr 40:7,2,0,0,0
1523,1K 10:26,1,1,1,1
1524,Z 23:7,1,1,0,0
1525,Z 23:9,1,1,0,0
1526,J 20:29,4,4,4,2
1527,L 24:32,2,2,2,0
1528,L 11:1,1,1,1,0
1529,1K 1:20,1,1,1,0
1530,Ez 18:19,18,0,0,0
1531,Ef 5:15,2,2,0,0
1532,Ef 5:16,3,3,3,2
1533,Ef 5:17,1,1,1,1
1534,Mk 12:34,3,3,3,0
1535,Mk 10:24,2,2,2,0
1536,Sk 16:3,31,2,2,0
1537,R 11:8,1,1,1,0
1538,J 19:17,2,2,2,1
1539,L 23:28,1,1,0,0
1540,L 23:30,1,1,1,0
1541,L 23:29,1,1,0,0
1542,Pis 3:11,1,1,1,0
1543,Ga 3:28,1,1,1,0
1544,2K 11:22,1,1,1,1
1545,Ga 3:29,1,1,0,0
1546,R 9:3,3,1,1,1
1547,Joz 8:22,9,0,0,0
1548,J 7:31,2,0,0,0
1549,Sk 8:37,2,2,0,0
1550,1K 7:23,1,1,1,1
1551,1P 1:19,1,1,1,1
1552,1P 1:18,4,2,0,0
1553,Pl 1:12,1,1,1,0
1554,Ez 34:6,22,0,0,0
1555,2Kr 11:4,2,0,0,0
1556,Mk 14:10,8,0,0,0
1557,J 17:3,2,2,2,0
1558,1Tm 5:18,9,9,9,0
