,Source,Target,Value
506,Věstník katolického duchovenstva,Matt 5:20,3
507,Věstník katolického duchovenstva,Matt 4:4,3
508,Věstník katolického duchovenstva,Ps 117:26,3
509,Věstník katolického duchovenstva,Matt 6:33,3
510,Věstník katolického duchovenstva,Luke 13:9,3
511,Věstník katolického duchovenstva,Ps 118:24,4
512,Věstník katolického duchovenstva,1Cor 15:20,3
513,Věstník katolického duchovenstva,John 8:46,4
514,Věstník katolického duchovenstva,Matt 26:21,3
515,Věstník katolického duchovenstva,John 10:11,6
516,Věstník katolického duchovenstva,John 10:16,4
517,Věstník katolického duchovenstva,Matt 6:12,3
518,Věstník katolického duchovenstva,Matt 8:25,3
519,Věstník katolického duchovenstva,Matt 10:33,3
520,Věstník katolického duchovenstva,Matt 23:9,3
521,Věstník katolického duchovenstva,Rom 13:12,4
522,Věstník katolického duchovenstva,Matt 28:18,4
523,Věstník katolického duchovenstva,John 3:15,5
524,Věstník katolického duchovenstva,Matt 16:24,3
525,Věstník katolického duchovenstva,Matt 16:18,4
526,Věstník katolického duchovenstva,Luke 23:34,4
527,Věstník katolického duchovenstva,Luke 21:27,5
528,Věstník katolického duchovenstva,Luke 9:8,3
529,Věstník katolického duchovenstva,1Cor 15:54,4
530,Věstník katolického duchovenstva,1Cor 15:55,3
531,Věstník katolického duchovenstva,Luke 12:20,3
532,Věstník katolického duchovenstva,John 6:54,3
