,verse,initial results,filtered stop-subverses,filtered multiple attributions,"""sure"" citations"
767,1Tim 2:4,9,9,9,0
768,John 3:15,15,15,14,6
769,Rom 10:11,4,4,3,0
770,2Chr 6:30,2,2,0,0
771,Rom 2:6,7,7,6,6
772,Rev 22:12,1,1,0,0
773,Matt 16:27,2,2,1,1
774,Luke 17:22,3,3,3,3
775,Luke 17:23,5,3,2,0
776,John 19:11,5,5,4,0
777,Eph 1:5,188,0,0,0
778,Isa 61:9,4,4,4,0
779,1Kgs 13:11,2,0,0,0
780,Ezek 45:4,2,0,0,0
781,Num 14:40,1,0,0,0
782,Mark 7:31,1,1,1,0
783,Matt 15:29,1,1,1,0
784,Isa 1:29,5,1,1,0
785,Luke 11:4,19,19,1,0
786,Matt 6:13,23,23,21,0
787,1Thess 5:9,6,6,4,0
788,Rom 15:30,5,5,0,0
789,Rom 15:6,10,4,2,0
790,John 6:41,6,6,1,0
791,John 6:51,6,6,4,4
792,John 3:13,5,5,3,0
793,John 6:59,2,2,1,0
794,John 16:28,4,2,2,1
795,1Cor 11:24,13,13,2,1
796,Luke 22:19,12,12,10,0
797,Acts 2:38,1,1,1,0
798,Luke 6:19,4,4,4,1
799,Jude 1:7,33,0,0,0
800,Luke 2:20,6,1,1,0
801,John 8:46,9,9,9,1
802,Ps 39:10,1,1,1,0
803,Isa 53:7,1,1,0,0
804,Mark 14:21,3,3,1,0
805,Matt 26:24,3,3,1,0
806,Matt 27:14,1,1,0,0
807,Matt 27:13,1,1,1,0
808,Matt 26:62,1,1,0,0
809,Matt 26:64,2,2,1,0
810,Luke 23:9,1,1,1,0
811,2Sam 3:27,2,0,0,0
812,Luke 23:39,2,2,1,0
813,Phil 3:18,3,2,2,0
814,Matt 27:45,1,1,1,1
815,Mark 15:33,1,1,0,0
816,Gen 12:14,1,0,0,0
817,Gen 4:10,1,1,1,0
818,Luke 6:35,5,5,0,0
819,Ps 136:5,2,2,2,0
820,Eph 6:6,1,1,1,0
821,Luke 23:48,1,0,0,0
822,1Chr 4:43,25,0,0,0
823,Judg 13:6,14,0,0,0
824,Deut 13:7,98,0,0,0
825,Luke 13:21,6,6,5,0
826,Matt 13:33,12,12,0,0
827,Luke 8:4,4,0,0,0
828,Jer 10:2,1,1,1,0
829,2Tim 4:4,4,4,2,1
830,2Tim 4:3,5,4,3,0
831,Rev 3:20,3,3,3,0
832,Song 5:2,1,1,1,0
833,Song 5:7,1,1,1,0
834,Song 3:1,1,1,0,0
835,Song 3:2,1,1,0,0
836,Song 5:6,1,1,0,0
837,Acts 19:27,5,0,0,0
838,2Sam 14:5,11,11,11,0
839,1Kgs 16:33,7,0,0,0
840,2Kgs 17:2,7,0,0,0
841,2Kgs 18:5,7,0,0,0
842,Hos 1:9,1,1,1,0
843,1John 5:20,1,0,0,0
844,Deut 9:27,6,0,0,0
845,Luke 12:29,1,0,0,0
846,Gal 5:22,6,2,2,0
847,Gen 22:5,6,0,0,0
848,John 14:16,8,8,6,2
849,John 18:38,2,2,0,0
850,John 19:4,2,2,2,0
851,Luke 23:11,1,1,1,0
852,Jer 2:13,7,7,7,2
853,Jdt 5:24,1,1,1,1
854,Jdt 5:18,1,1,1,0
855,Jdt 5:25,1,1,1,0
856,Exod 18:13,58,0,0,0
857,Eph 4:28,1,1,0,0
858,Eph 4:25,2,2,2,1
859,Eph 4:24,3,3,2,1
860,Eph 4:27,1,1,1,1
861,Eph 4:23,2,2,0,0
862,Eph 4:26,1,1,0,0
863,Acts 21:6,24,3,3,0
864,Isa 26:4,20,0,0,0
865,Sir 48:18,9,0,0,0
866,Deut 5:18,17,17,0,0
867,Exod 20:14,18,18,0,0
868,Gen 22:24,7,0,0,0
869,Luke 18:42,35,35,35,0
870,Mark 5:34,35,35,0,0
871,Matt 9:22,35,35,0,0
872,Luke 8:48,35,35,0,0
873,Luke 7:22,20,11,0,0
874,Acts 4:20,8,8,8,0
875,1John 1:3,9,9,1,0
876,John 4:48,7,6,6,0
877,Luke 11:28,3,3,3,0
878,Matt 20:1,5,5,5,1
879,Matt 20:4,10,1,0,0
880,Matt 20:7,2,2,1,0
881,Matt 20:8,4,2,1,0
882,1Cor 12:15,6,5,5,0
883,Gen 42:29,4,0,0,0
884,Luke 9:10,3,0,0,0
885,Bar 6:69,19,0,0,0
886,Luke 1:32,5,5,0,0
887,Luke 1:33,7,7,7,7
888,Luke 1:38,4,4,4,0
889,Gen 4:9,2,2,2,0
890,Luke 19:41,4,0,0,0
891,2Macc 14:25,6,6,6,0
892,Mark 7:32,1,1,1,0
893,Mark 7:33,5,5,2,0
894,Mark 7:34,5,5,4,1
895,Mark 7:37,2,2,2,1
896,Rom 8:39,5,5,1,0
897,1Tim 3:13,4,4,0,0
898,2Cor 11:3,7,4,0,0
899,2Tim 1:1,6,6,0,0
900,2Tim 1:13,4,4,0,0
901,2Tim 2:1,4,4,0,0
902,2Tim 2:10,4,4,0,0
903,2Tim 3:15,4,4,0,0
904,1Tim 1:14,4,4,0,0
905,Gal 3:26,4,4,2,0
906,Col 2:5,4,4,0,0
907,Rom 3:24,4,4,0,0
908,Acts 24:24,4,4,0,0
909,Mark 15:31,3,1,1,0
910,Matt 27:42,5,5,3,1
911,1Cor 9:11,14,0,0,0
912,Luke 18:9,1,1,1,0
913,2Cor 11:16,7,0,0,0
914,1John 1:5,3,3,2,1
915,1Kgs 7:50,1,0,0,0
916,Tob 3:4,5,0,0,0
917,Ps 105:11,1,0,0,0
918,John 14:27,13,13,10,0
919,Acts 17:23,28,0,0,0
920,Matt 26:2,3,3,1,1
921,John 1:9,3,1,1,0
922,Luke 2:10,23,21,19,3
923,Luke 12:27,2,2,0,0
924,Matt 6:29,3,3,3,1
925,2Chr 25:14,3,0,0,0
926,2Sam 14:12,1,0,0,0
927,Josh 8:8,5,5,2,0
928,Josh 22:2,5,5,0,0
929,Gal 1:10,1,1,1,0
930,Matt 25:46,1,1,1,0
931,2Kgs 15:2,37,0,0,0
932,Jas 5:1,15,2,2,1
933,Luke 22:32,4,0,0,0
934,2Tim 4:1,2,2,2,1
935,2Tim 4:2,3,3,2,0
936,Matt 20:16,53,53,46,1
937,Luke 21:9,1,0,0,0
938,Luke 9:8,9,9,9,0
939,Mark 6:16,10,4,4,0
940,John 20:17,1,1,1,1
941,1Tim 3:15,5,0,0,0
942,Gen 1:2,11,11,9,0
943,John 6:63,2,2,2,0
944,John 6:64,2,1,0,0
945,John 5:26,2,2,2,0
946,John 15:26,5,3,2,0
947,Luke 12:12,2,2,2,0
948,Matt 10:20,2,2,1,1
949,Heb 1:1,5,5,3,0
950,John 3:18,2,2,1,0
951,1Cor 12:13,1,1,1,0
952,Deut 18:1,1,0,0,0
953,Acts 2:1,22,2,2,1
954,Isa 62:1,1,1,1,0
955,Ps 25:1,1,1,1,0
956,Ps 24:1,2,2,0,0
957,1Kgs 12:33,3,0,0,0
958,2Macc 3:22,4,0,0,0
959,Zech 8:21,2,0,0,0
960,Tob 5:11,2,2,2,0
961,Matt 23:15,4,4,1,0
962,John 4:14,4,4,4,0
963,John 4:13,3,3,0,0
964,John 14:13,2,2,1,0
965,1John 5:15,4,0,0,0
966,Acts 28:16,3,2,2,0
967,Num 15:14,17,0,0,0
968,Acts 24:16,23,0,0,0
969,Matt 6:26,6,6,6,3
970,John 6:33,4,4,0,0
971,John 4:9,1,1,1,0
972,John 4:10,1,1,1,0
973,John 6:65,3,3,2,0
974,John 3:3,11,10,4,1
975,John 13:7,2,1,0,0
976,Luke 22:31,3,3,3,1
977,Ps 117:26,8,8,8,0
978,Luke 15:7,8,8,8,0
979,Judg 13:5,2,2,1,0
980,Judg 13:7,2,2,0,0
981,2Cor 8:13,3,0,0,0
982,Acts 20:28,1,1,1,0
983,2Chr 3:17,20,0,0,0
984,1Kgs 16:7,1,0,0,0
985,John 5:36,3,0,0,0
986,John 12:17,4,0,0,0
987,1Cor 2:9,11,11,11,5
988,Deut 6:10,3,2,1,0
989,Deut 9:5,2,0,0,0
990,Deut 29:13,2,0,0,0
991,Deut 30:20,2,2,1,0
992,Ps 89:13,17,0,0,0
993,Sir 13:5,1,1,1,0
994,Gen 33:16,1,0,0,0
995,Matt 19:18,33,33,29,0
996,Rom 11:33,4,4,4,0
997,Judg 20:30,1,0,0,0
998,Luke 1:48,2,2,2,0
999,Luke 13:9,5,5,4,2
1000,Luke 3:9,4,4,0,0
1001,Matt 3:10,4,4,0,0
1002,Matt 7:19,4,4,4,1
1003,Gen 19:25,16,0,0,0
1004,2Macc 12:5,47,0,0,0
1005,1Cor 13:11,4,4,4,0
1006,Sir 24:33,27,0,0,0
1007,Rom 2:4,20,0,0,0
1008,John 17:21,3,3,2,1
1009,Ps 118:24,8,8,8,0
1010,Isa 52:6,3,0,0,0
1011,Jer 50:31,3,2,2,0
1012,Matt 24:12,2,2,2,0
1013,Matt 17:7,3,3,3,0
1014,Acts 13:10,3,2,2,0
1015,Acts 13:11,1,1,1,0
1016,Luke 7:14,4,4,4,0
1017,Judg 6:28,14,1,1,0
1018,Luke 8:6,8,7,7,1
1019,Ps 7:9,45,1,1,0
1020,John 11:16,2,2,2,0
1021,John 20:25,4,4,3,0
1022,Mark 9:22,1,1,0,0
1023,Mark 9:24,1,1,0,0
1024,Mark 9:23,1,1,1,0
1025,Ps 22:16,1,1,1,0
1026,Phil 1:25,78,0,0,0
1027,Ps 97:1,1,1,1,0
1028,Acts 24:20,4,0,0,0
1029,Luke 3:19,2,2,2,0
1030,Matt 14:3,7,7,5,0
1031,Isa 5:20,3,3,3,1
1032,2Sam 14:14,27,0,0,0
1033,Luke 17:7,19,0,0,0
1034,Gen 1:4,4,4,3,1
1035,Gen 1:3,4,4,4,0
1036,Luke 5:11,5,5,5,1
1037,John 16:7,3,3,3,3
1038,2Kgs 4:12,4,2,2,0
1039,Dan 7:7,2,2,2,0
1040,Ezek 11:23,4,0,0,0
1041,Ps 110:10,3,3,3,0
1042,2Sam 24:21,18,0,0,0
1043,1Cor 12:21,2,2,2,0
1044,Mark 12:14,3,1,0,0
1045,Matt 22:16,3,3,3,1
1046,Jas 1:27,1,1,1,0
1047,Luke 1:49,4,0,0,0
1048,2Macc 5:25,5,0,0,0
1049,Isa 65:5,2,0,0,0
1050,Jer 50:17,2,2,2,0
1051,2Kgs 25:1,1,1,0,0
1052,Ezek 29:18,1,1,0,0
1053,Jer 37:1,1,1,0,0
1054,Jer 52:4,1,1,0,0
1055,Josh 2:1,8,0,0,0
1056,Heb 5:5,2,2,2,1
1057,Acts 22:15,9,0,0,0
1058,Heb 5:1,9,9,0,0
1059,Heb 8:3,6,1,0,0
1060,Rom 15:17,9,9,8,0
1061,Heb 5:2,1,1,0,0
1062,Heb 5:3,1,1,1,1
1063,Heb 6:7,1,1,1,1
1064,Heb 6:5,1,1,0,0
1065,Heb 6:8,1,1,1,1
1066,Heb 6:4,3,1,0,0
1067,Heb 6:6,1,1,0,0
1068,Heb 5:6,1,1,0,0
1069,Heb 5:10,1,1,1,0
1070,Heb 7:17,1,1,0,0
1071,1Pet 2:4,1,1,0,0
1072,1Pet 2:5,1,1,1,1
1073,1Pet 2:6,1,1,1,1
1074,Rom 9:33,1,1,0,0
1075,Acts 10:42,1,1,1,0
1076,1Pet 2:8,1,1,0,0
1077,1Pet 2:7,3,3,1,1
1078,Luke 20:17,3,3,0,0
1079,Mark 12:10,3,3,0,0
1080,Matt 21:42,3,3,0,0
1081,1Pet 2:9,1,1,0,0
1082,1Pet 2:10,1,1,0,0
1083,Luke 22:30,2,2,1,0
1084,Matt 19:28,7,7,3,0
1085,Acts 21:1,4,1,0,0
1086,Isa 45:8,13,13,13,0
1087,Gen 12:13,4,0,0,0
1088,Matt 27:17,2,2,2,0
1089,John 18:40,1,1,1,0
1090,Matt 18:17,9,9,7,0
1091,Ezra 5:10,3,3,3,0
1092,Heb 3:8,4,4,2,0
1093,Heb 3:15,4,4,0,0
1094,Luke 22:40,17,13,4,0
1095,Mark 14:38,15,15,13,3
1096,Matt 26:41,15,15,7,3
1097,Eph 6:11,2,2,2,1
1098,Eph 6:17,5,5,5,1
1099,Luke 9:49,1,0,0,0
1100,Mark 9:38,1,0,0,0
1101,Ps 57:2,3,3,1,0
1102,Gen 1:26,10,6,5,0
1103,Gen 1:28,9,9,3,0
1104,Deut 1:13,13,0,0,0
1105,Luke 5:13,1,1,0,0
1106,Matt 8:3,1,1,0,0
1107,Jer 40:15,12,0,0,0
1108,2Sam 21:7,3,0,0,0
1109,2Chr 7:11,1,0,0,0
1110,Matt 25:21,14,13,12,2
1111,Matt 25:23,14,13,12,2
1112,Gen 20:15,1,1,1,0
1113,Josh 6:20,49,0,0,0
1114,Luke 4:24,3,3,3,0
1115,Matt 8:8,3,3,3,1
1116,Luke 7:6,3,3,0,0
1117,Phlm 1:18,17,1,1,1
1118,1Cor 7:20,2,0,0,0
1119,1Cor 8:6,4,3,3,0
1120,Matt 20:30,12,6,0,0
1121,Matt 20:31,12,6,5,0
1122,Tob 8:10,10,7,6,0
1123,Ps 122:3,8,0,0,0
1124,Rev 12:7,3,3,3,0
1125,John 16:20,7,7,3,2
1126,Gen 9:1,4,4,4,0
1127,Sir 6:34,6,0,0,0
1128,Matt 15:27,1,1,1,0
1129,Dan 5:25,6,6,6,1
1130,Acts 17:17,4,0,0,0
1131,Gen 27:11,4,1,1,1
1132,John 3:21,3,3,3,1
1133,John 3:20,3,3,3,0
1134,Num 10:30,10,0,0,0
1135,John 7:50,7,0,0,0
1136,Matt 11:22,1,1,1,1
1137,Matt 11:21,2,2,0,0
1138,Matt 11:23,33,1,1,0
1139,Luke 10:13,2,2,1,0
1140,Matt 11:24,1,1,1,1
1141,Isa 5:2,1,1,1,0
1142,Matt 5:22,11,8,5,0
1143,Gen 4:6,3,3,3,0
1144,Luke 22:49,1,1,1,0
1145,Mark 14:7,4,4,3,0
1146,Dan 9:24,2,2,2,0
1147,Matt 2:6,4,4,4,0
1148,Exod 28:12,4,0,0,0
1149,Matt 9:13,10,10,1,0
1150,Matt 12:7,9,9,7,0
1151,Eph 5:27,3,3,3,1
1152,Lev 14:18,75,0,0,0
1153,Job 15:17,60,0,0,0
1154,Phil 2:9,2,2,0,0
1155,Sir 24:17,1,1,1,0
1156,Ps 112:3,5,0,0,0
1157,Ezek 24:25,1,1,1,0
1158,2Cor 4:1,108,0,0,0
1159,Heb 12:24,1,1,1,0
1160,2Chr 10:6,3,1,1,0
1161,2Cor 8:9,2,2,2,0
1162,Matt 1:20,7,5,4,0
1163,Jer 34:22,15,3,3,0
1164,1Macc 12:24,12,0,0,0
1165,Acts 14:24,2,0,0,0
1166,1Pet 2:19,1,1,1,0
1167,1Pet 2:18,2,1,1,1
1168,1Pet 2:20,1,1,1,0
1169,1John 4:16,3,3,3,1
1170,Phil 3:1,2,2,2,0
1171,1Kgs 19:11,2,2,1,0
1172,Isa 12:6,2,2,2,0
1173,Hos 11:9,2,2,0,0
1174,Num 9:18,2,0,0,0
1175,Phil 2:4,1,1,0,0
1176,Phil 2:3,1,1,1,0
1177,Gen 15:8,2,2,2,0
1178,Phil 4:5,1,1,1,0
1179,Phil 1:6,34,0,0,0
1180,Matt 17:6,2,2,2,0
1181,Judg 13:8,8,0,0,0
1182,Gal 5:23,2,0,0,0
1183,Gen 48:13,26,0,0,0
1184,Rom 8:31,4,3,3,0
1185,Mark 13:7,12,0,0,0
1186,Matt 24:6,12,0,0,0
1187,Prov 28:24,2,0,0,0
1188,Deut 22:3,4,0,0,0
1189,1Pet 5:8,1,1,1,0
1190,1Pet 5:10,1,0,0,0
1191,Luke 22:41,7,6,6,0
1192,Job 19:21,9,9,9,0
1193,Matt 5:8,11,11,11,6
1194,Luke 10:7,6,6,6,0
1195,1Tim 5:16,1,1,1,0
1196,Luke 14:9,4,3,1,1
1197,Luke 14:10,4,3,2,0
1198,Luke 14:8,3,3,1,0
1199,Luke 7:39,5,1,1,0
1200,Luke 24:29,13,11,11,0
1201,Exod 39:43,1,0,0,0
1202,Rom 11:36,3,3,2,0
1203,Luke 12:31,3,3,2,0
1204,Judg 20:41,1,0,0,0
1205,1Kgs 3:16,22,0,0,0
1206,Judg 16:31,1,1,1,0
1207,2Kgs 5:12,1,1,1,0
1208,Mark 14:65,1,1,1,1
1209,John 20:2,3,3,2,0
1210,John 20:13,1,1,0,0
1211,Matt 28:2,3,2,2,1
1212,Rev 16:18,3,2,0,0
1213,John 5:28,5,5,2,0
1214,Mark 9:9,9,9,7,0
1215,2Tim 4:7,17,17,17,0
1216,1Cor 15:17,11,11,8,0
1217,Deut 21:14,6,0,0,0
1218,Luke 9:40,4,0,0,0
1219,2Tim 4:8,5,1,0,0
1220,2Kgs 5:15,3,0,0,0
1221,Acts 25:20,8,0,0,0
1222,Sir 51:24,2,2,2,0
1223,Deut 31:20,9,9,6,0
1224,Luke 18:25,2,2,0,0
1225,Mark 10:25,4,4,2,0
1226,Matt 16:19,9,6,4,0
1227,John 21:15,1,1,1,0
1228,Matt 18:18,3,3,2,1
1229,Num 9:17,1,0,0,0
1230,Luke 16:3,3,3,3,0
1231,Num 16:18,17,0,0,0
1232,1Sam 14:7,3,0,0,0
1233,Lam 4:18,6,0,0,0
1234,Luke 10:3,3,3,1,0
1235,Matt 15:14,1,1,1,0
1236,1Chr 25:7,5,0,0,0
1237,Matt 7:15,10,10,8,1
1238,Jer 40:10,15,0,0,0
1239,Exod 2:4,2,2,2,0
1240,Prov 19:18,4,0,0,0
1241,John 3:19,3,3,3,0
1242,1Chr 4:41,6,0,0,0
1243,Ezek 18:31,12,0,0,0
1244,Job 19:25,7,7,4,0
1245,2John 1:4,1,1,1,0
1246,Job 40:28,3,0,0,0
1247,Deut 16:20,2,0,0,0
1248,1Tim 2:5,1,0,0,0
1249,Rom 8:19,2,2,1,1
1250,Rom 8:18,3,3,2,0
1251,Rev 21:6,3,3,1,0
1252,Rev 1:8,7,5,1,0
1253,Luke 17:37,1,1,0,0
1254,Matt 24:28,1,1,1,1
1255,Rev 22:13,3,3,3,0
1256,Neh 11:9,4,0,0,0
1257,Lev 19:3,4,4,1,0
1258,John 8:58,8,8,4,1
1259,John 8:53,1,1,0,0
1260,John 8:51,9,9,4,0
1261,Rev 14:11,22,1,0,0
1262,Prov 14:34,3,3,3,1
1263,John 10:30,15,15,15,15
1264,John 3:14,4,4,1,1
1265,John 12:32,5,1,1,1
1266,1Pet 2:24,1,1,1,0
1267,John 7:34,1,1,1,0
1268,John 7:36,1,1,0,0
1269,Matt 25:35,7,7,5,3
1270,Matt 25:42,5,5,0,0
1271,1Chr 1:50,25,0,0,0
1272,Gen 36:39,25,0,0,0
1273,Exod 40:19,1,1,1,0
1274,Rom 13:7,11,0,0,0
1275,Luke 14:12,8,2,1,1
1276,Luke 14:13,2,2,2,1
1277,Luke 14:15,1,1,1,0
1278,Luke 14:16,1,1,1,0
1279,2Thess 3:9,6,0,0,0
1280,Matt 23:13,6,6,3,0
1281,Matt 23:33,1,1,1,1
1282,Matt 9:4,3,3,3,0
1283,John 15:27,1,1,1,0
1284,Matt 26:61,1,1,1,0
1285,Luke 21:8,17,0,0,0
1286,Matt 19:23,3,3,1,0
1287,Matt 19:24,5,5,4,0
1288,2Thess 1:1,7,0,0,0
1289,Mark 16:6,4,4,4,0
1290,John 11:24,3,3,3,3
1291,John 19:3,2,2,0,0
1292,Matt 27:29,3,3,0,0
1293,Mark 15:18,2,2,2,0
1294,Judg 18:14,1,0,0,0
1295,Acts 16:10,11,0,0,0
1296,Luke 18:18,4,4,1,0
1297,Luke 10:25,4,4,1,1
1298,Luke 10:26,1,1,0,0
1299,Deut 6:5,1,1,0,0
1300,Luke 10:29,3,3,3,0
1301,John 10:36,6,0,0,0
1302,John 1:4,2,2,1,1
1303,John 1:5,2,2,2,2
1304,Matt 28:5,2,2,1,0
1305,Ps 53:4,1,1,1,0
1306,Mark 14:27,11,9,5,0
1307,Luke 16:13,9,9,9,0
1308,Ps 46:7,3,0,0,0
1309,2Sam 23:21,2,1,1,0
1310,Rev 2:17,1,1,1,0
1311,Mark 6:18,5,5,1,0
1312,2Chr 36:10,4,0,0,0
1313,Judg 6:20,1,1,1,0
1314,Mark 8:2,9,9,8,2
1315,Mark 8:3,7,5,3,1
1316,1Kgs 19:20,2,0,0,0
1317,Eccl 1:7,1,1,1,0
1318,John 6:27,1,1,0,0
1319,Acts 2:22,2,2,1,0
1320,Gen 27:24,21,0,0,0
1321,Sir 3:27,1,1,1,0
1322,Prov 21:21,19,0,0,0
1323,Luke 1:20,3,1,1,1
1324,Luke 8:35,10,1,0,0
1325,2Cor 12:4,1,1,1,1
1326,2Cor 12:2,1,1,1,0
1327,2Cor 12:3,2,0,0,0
1328,Luke 8:8,14,14,6,0
1329,John 14:26,7,7,5,1
1330,1Cor 3:16,5,5,5,1
1331,Gen 42:9,1,1,1,0
1332,Luke 9:62,3,3,3,1
1333,Rev 3:10,1,1,1,0
1334,Rev 3:8,1,1,1,0
1335,Rev 3:11,1,1,1,0
1336,Luke 16:4,3,1,1,0
1337,Dan 10:6,1,1,1,0
1338,Luke 9:47,7,0,0,0
1339,Num 16:29,1,1,1,0
1340,Tob 10:6,23,0,0,0
1341,Acts 10:7,10,0,0,0
1342,Ps 147:12,1,1,0,0
1343,Ps 147:1,1,1,1,0
1344,Heb 13:8,1,1,1,1
1345,Acts 28:10,7,1,1,0
1346,John 5:33,4,4,4,0
1347,John 18:37,12,12,9,0
1348,Acts 9:7,6,0,0,0
1349,Isa 18:3,23,0,0,0
1350,Luke 1:60,31,0,0,0
1351,Dan 2:28,12,0,0,0
1352,Dan 4:28,13,2,0,0
1353,1Sam 10:1,9,0,0,0
1354,Ezek 12:14,9,0,0,0
1355,Lev 25:44,10,0,0,0
1356,Rev 14:10,2,2,1,0
1357,Ps 45:9,12,0,0,0
1358,Ezek 16:19,3,1,1,0
1359,Jdt 12:4,3,0,0,0
1360,Luke 12:8,4,4,2,0
1361,Gen 42:10,7,0,0,0
1362,Dan 11:27,12,0,0,0
1363,Acts 5:39,4,4,4,0
1364,Luke 11:29,3,3,0,0
1365,Matt 16:4,1,1,1,0
1366,Deut 9:24,10,0,0,0
1367,1Chr 8:12,3,0,0,0
1368,1Pet 4:4,7,0,0,0
1369,Mark 10:31,4,4,4,0
1370,Matt 19:30,4,4,4,0
1371,Ps 126:1,1,1,1,0
1372,Luke 15:17,8,0,0,0
1373,2Sam 5:4,2,2,2,0
1374,2Cor 13:13,6,6,0,0
1375,Rom 16:24,6,6,6,0
1376,Matt 10:36,2,2,2,2
1377,Gen 47:8,1,1,1,0
1378,Gen 47:9,1,1,1,0
1379,John 15:19,3,3,2,0
1380,Luke 19:26,3,1,0,0
1381,Matt 5:28,6,5,3,0
1382,Matt 5:32,3,3,1,0
1383,Jer 38:25,1,0,0,0
1384,Gen 24:7,1,1,1,0
1385,John 11:3,3,3,3,0
1386,Luke 23:46,5,5,2,0
1387,Ps 31:6,5,5,3,3
1388,Ps 30:6,5,5,0,0
1389,1Cor 1:25,39,3,3,0
1390,2Chr 24:19,2,0,0,0
1391,Gen 2:7,2,2,2,0
1392,Ps 8:5,1,1,0,0
1393,Heb 2:6,1,1,0,0
1394,Ps 8:7,1,1,0,0
1395,Ps 8:6,2,2,1,0
1396,Heb 2:7,2,2,0,0
1397,Prov 24:12,3,3,0,0
1398,Luke 18:16,4,4,2,0
1399,Mark 10:14,6,6,4,0
1400,1Sam 18:12,1,1,1,0
1401,Gen 39:23,1,1,0,0
1402,John 19:35,4,0,0,0
1403,Ps 23:5,1,1,1,0
1404,Jas 3:9,3,3,3,0
1405,Mark 10:7,3,3,3,0
1406,Ps 23:1,6,6,4,0
1407,Ezek 18:4,4,4,4,0
1408,Ps 23:3,3,3,2,1
1409,Ps 22:3,2,2,0,0
1410,1Sam 28:15,1,1,1,0
1411,Gen 4:17,1,1,1,0
1412,John 2:5,1,1,1,0
1413,Phlm 1:11,1,0,0,0
1414,1Kgs 7:4,22,0,0,0
1415,Num 33:38,6,6,6,0
1416,Ezra 10:6,30,0,0,0
1417,Jer 39:11,5,0,0,0
1418,Luke 2:48,4,4,4,3
1419,Luke 2:46,2,2,1,0
1420,Luke 2:49,3,3,3,0
1421,Ezek 18:22,31,0,0,0
1422,Gen 45:4,10,0,0,0
1423,Matt 7:8,5,5,5,0
1424,Matt 8:28,28,0,0,0
1425,Matt 13:3,5,5,2,0
1426,Luke 2:38,1,1,1,0
1427,Ps 55:2,2,1,1,0
1428,Sir 13:13,2,2,0,0
1429,Luke 8:7,1,1,1,1
1430,Mark 4:7,1,1,0,0
1431,Heb 11:33,29,0,0,0
1432,John 16:11,4,4,2,0
1433,John 16:10,2,2,0,0
1434,John 16:9,2,2,2,2
1435,Judg 1:13,9,0,0,0
1436,Jdt 15:14,3,0,0,0
1437,Ezek 37:23,1,1,1,0
1438,Matt 22:2,10,10,2,0
1439,Matt 13:47,1,1,1,0
1440,Luke 5:6,1,1,1,1
1441,1Cor 11:19,8,1,1,0
1442,Acts 7:33,4,4,4,0
1443,Prov 13:23,9,0,0,0
1444,Matt 25:10,9,1,0,0
1445,Deut 17:15,33,0,0,0
1446,John 6:4,1,1,1,1
1447,Acts 5:32,19,1,1,0
1448,Heb 5:9,18,18,18,0
1449,Ps 129:1,1,1,1,0
1450,1Kgs 6:16,23,0,0,0
1451,2Macc 12:3,8,0,0,0
1452,Rom 9:26,1,0,0,0
1453,1John 4:1,4,4,4,1
1454,Gal 1:12,1,1,1,0
1455,Rev 1:1,2,0,0,0
1456,Gal 1:4,1,1,0,0
1457,Job 7:1,2,2,2,0
1458,Jude 1:9,4,4,4,0
1459,John 8:7,4,4,4,0
1460,Luke 8:17,2,2,1,0
1461,Mark 13:33,1,1,1,0
1462,Jdt 7:4,2,1,1,0
1463,Esth 4:1,4,4,3,0
1464,Eccl 5:4,1,1,1,1
1465,Neh 9:33,2,0,0,0
1466,Num 20:14,2,0,0,0
1467,Deut 29:28,3,0,0,0
1468,Jer 12:7,16,0,0,0
1469,Luke 20:5,6,1,1,0
1470,Neh 12:31,11,0,0,0
1471,Acts 10:31,1,1,1,0
1472,Luke 5:5,3,3,3,1
1473,Luke 5:4,1,1,0,0
1474,John 6:60,2,2,2,0
1475,John 3:6,4,4,1,1
1476,John 3:2,1,1,1,1
1477,John 16:30,1,1,0,0
1478,John 3:5,10,10,2,0
1479,John 3:11,9,6,0,0
1480,John 13:38,6,6,0,0
1481,John 21:18,4,4,1,0
1482,John 13:37,2,2,0,0
1483,John 3:8,6,3,2,1
1484,Jdt 10:11,5,5,0,0
1485,Judg 19:17,5,5,4,0
1486,Gen 16:8,5,0,0,0
1487,Luke 2:29,6,6,4,3
1488,Acts 23:32,3,0,0,0
1489,2Macc 1:24,2,0,0,0
1490,Num 9:14,2,1,1,0
1491,Mark 5:43,5,0,0,0
1492,Deut 30:1,3,0,0,0
1493,Eccl 3:4,1,1,1,0
1494,2Cor 10:9,4,4,4,0
1495,Luke 4:33,11,4,4,0
1496,Mark 1:23,4,4,4,0
1497,Luke 8:28,3,3,0,0
1498,Mark 1:24,3,3,0,0
1499,Matt 8:29,3,3,0,0
1500,Luke 4:34,3,3,1,0
1501,2Tim 3:8,4,4,4,0
1502,Ps 23:8,1,1,1,0
1503,Rom 4:7,8,8,7,0
1504,Job 34:17,8,0,0,0
1505,John 10:15,2,2,0,0
1506,Ps 23:2,2,2,2,2
1507,Amos 9:7,1,1,1,0
1508,1Pet 1:6,1,1,1,0
1509,Judg 12:3,2,2,2,0
1510,Luke 19:5,5,0,0,0
1511,Gen 15:5,1,1,1,0
1512,Luke 1:28,4,4,2,2
1513,Luke 2:11,12,12,9,0
1514,Gen 3:15,7,7,7,0
1515,Deut 32:10,5,5,5,0
